brand_name,parent_company_name,id,validated,submission_type,submission_id,year,item_description,type_product,type_material,layer,name_of_lead,is_trained,organization,volunteer,start_of_audit,end_of_audit,time_spent,city,province,country,continent,type_of_audit,specifics_of_audit,event_total_count,event_id,longitude_most_specific,latitude_most_specific,location_specificity,total_count,proportion
newport,reynolds american,q947718,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,12,0.0111731843575419
nsa supermarket,nsa supermarket,nsa supermarket,false,Excel Template Old,220,2018,null,null,ps,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
oshibono,oshibono,oshibono,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
palma,palma,palma,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
parliament,altria,q445007,true,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
peanut chews,peanut chews,peanut chews,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
pepella,pepella,pepella,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
perrier,nestlé,q160746,false,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
pets n bags,pets n bags,pets n bags,false,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
planters,berkshire hathaway,q217583,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,2,0.00186219739292365
poland spring,nestlé,q160746,true,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,10,0.00931098696461825
poland spring,nestlé,q160746,true,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,16,0.0148975791433892
poland spring,nestlé,q160746,true,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,13,0.0121042830540037
power pak,power pak,power pak,false,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
presidente,presidente,presidente,false,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
pure leaf,unilever,q157062,false,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
pure leaf,unilever,q157062,false,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
pure life,nestlé,q160746,false,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
pure life,nestlé,q160746,false,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
ralph & charlies,ralph & charlies,ralph & charlies,false,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,2,0.00186219739292365
red bull,rauch,q613669,true,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,2,0.00186219739292365
reese's pieces,the hershey company,q1056637,false,123Forms Old,268,2019,candy wrapper,food packaging,o,multi-layer,531,null,268,9,2019-11-01,2019-11-01,2,new york,"",united states of america,north america,outdoor,inland,15,123Forms Old_268_2019,-74.0060152,40.7127281,city,8,0.533333333333333
rite aid,rite aid,q3433273,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,2,0.00186219739292365
rose basse,rose basse,rose basse,false,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
schweppes,jab holding company,q1691896,true,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
schweppes,jab holding company,q1691896,true,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
shop rite,shop rite,shop rite,false,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
simply orange,the coca-cola company,q3295867,false,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,2,0.00186219739292365
simply orange,the coca-cola company,q3295867,false,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
skittles,"mars, incorporated",q695087,true,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,3,0.00279329608938548
smartshake,smartshake,smartshake,false,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
snackwells,b&g foods,b&g foods,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
snapple,jab holding company,q1691896,false,Excel Template Old,220,2018,null,null,hdpe,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
snapple,jab holding company,q1691896,false,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
snapple,jab holding company,q1691896,false,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
sneakers,sneakers,sneakers,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
soft & comfy tissues,soft & comfy tissues,soft & comfy tissues,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
solo,asahi group holdings,q11283168,true,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,2,0.00186219739292365
solo,asahi group holdings,q11283168,true,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,3,0.00279329608938548
solo,asahi group holdings,q11283168,true,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,3,0.00279329608938548
solo,asahi group holdings,q11283168,true,Excel Template Old,220,2018,null,null,ps,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,10,0.00931098696461825
sour patch kids,mondelez international,q12857502,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
sprite,the coca-cola company,q3295867,true,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
starbucks,starbucks,q37158,true,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,6,0.00558659217877095
starbucks,starbucks,q37158,true,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,4,0.0037243947858473
starbucks,starbucks,q37158,true,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
starbucks,starbucks,q37158,true,Excel Template Old,220,2018,null,null,ps,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,3,0.00279329608938548
stolichnaya,stolichnaya,stolichnaya,false,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,2,0.00186219739292365
swedish fish,mondelez international,q12857502,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
talenti,unilever,q157062,false,Excel Template 2020,10,2021,ice cream container,food packaging,hdpe,single-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,1,0.00110497237569061
ticonderoga,ticonderoga,ticonderoga,false,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
tj maxx,t.j. maxx,q10860683,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
tootsie roll,tootsie roll industries,q7824332,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
trident,mondelez international,q12857502,true,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
tropicana,pepsico,q334800,true,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,3,0.00279329608938548
tropicana,pepsico,q334800,true,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,2,0.00186219739292365
turbana,goodness,goodness,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,bottle caps,food packaging,ldpe,single-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,149,0.164640883977901
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,cup lids,food packaging,ps,single-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,11,0.0121546961325967
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,cups,food packaging,o,multi-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,12,0.0132596685082873
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,mask,personal care,ldpe,multi-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,6,0.00662983425414365
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,null,household products,pvc,single-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,83,0.0917127071823204
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,null,other,ps,unsure,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,42,0.0464088397790055
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,null,packaging materials,ldpe,single-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,65,0.0718232044198895
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,null,packaging materials,o,multi-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,65,0.0718232044198895
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,null,smoking materials,o,unsure,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,39,0.0430939226519337
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,pen,household products,ldpe,single-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,8,0.00883977900552486
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,plastic cups,food packaging,ps,single-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,11,0.0121546961325967
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,plastic straws,food packaging,pp,single-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,51,0.056353591160221
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,plastic utensils,food packaging,ps,single-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,99,0.10939226519337
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,small plastic pieces,other,o,unsure,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,252,0.278453038674033
unknown,unbranded,unbranded,true,Excel Template 2020,10,2021,watter bottle,food packaging,pet,single-layer,71,no,258,12,2021-04-14,2021-04-24,2,bronx,new york,united states of america,north america,outdoor,coastal,905,Excel Template 2020_10_2021,-73.8785937,40.8466508,city,5,0.00552486187845304
unknown,unbranded,unbranded,true,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,89,0.0828677839851024
unknown,unbranded,unbranded,true,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,516,0.480446927374302
unknown,unbranded,unbranded,true,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,8,0.0074487895716946
unknown,unbranded,unbranded,true,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,17,0.015828677839851
unknown,unbranded,unbranded,true,Excel Template Old,220,2018,null,null,ps,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,43,0.0400372439478585
unknown,unbranded,unbranded,true,Excel Template Old,220,2018,null,null,pvc,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
v8 splash,campbell soup company,campbell soup company,false,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
v8 splash,campbell soup company,campbell soup company,false,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
victoriaâ€™s secret,victoriaâ€™s secret,victoriaâ€™s secret,false,Excel Template Old,220,2018,null,null,hdpe,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
wellsley farms,"bj's, bj's wholesale club, wellsley farms","bj's, bj's wholesale club, wellsley farms",false,Excel Template Old,220,2018,null,null,pp,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,2,0.00186219739292365
welsch,welsch,welsch,false,Excel Template Old,220,2018,null,null,pet,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,2,0.00186219739292365
werterâ€™s originals,august storck kg,august storck kg,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
whole foods,amazon,q3884,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
whole foods,amazon,q3884,false,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
wolswagen,wolswagen,wolswagen,false,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
wrigley's,"mars, incorporated",q695087,true,Excel Template Old,220,2018,null,null,o,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
yipin hot sauce,yipin hot sauce,yipin hot sauce,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,1,0.000931098696461825
zip lock,zip lock,zip lock,false,Excel Template Old,220,2018,null,null,null,null,27,null,536,15,2018-09-16,2018-09-16,,new york,ny,united states of america,north america,outdoor,inland,1074,Excel Template Old_220_2018,-74.0060152,40.7127281,city,3,0.00279329608938548
