event_id,id,proportion
123Forms New_102_2021,q157062,0.0123456790123457
123Forms New_102_2021,q20014134,0.0123456790123457
123Forms New_102_2021,q269792,0.0123456790123457
123Forms New_102_2021,q334800,0.0246913580246914
123Forms New_102_2021,q445007,0.0987654320987654
123Forms New_102_2021,q63119211,0.0123456790123457
123Forms New_102_2021,q695087,0.0493827160493827
123Forms New_102_2021,q856411,0.185185185185185
123Forms New_102_2021,q898568,0.0493827160493827
123Forms New_102_2021,seabrook,0.0123456790123457
123Forms New_102_2021,sterling dual,0.0246913580246914
123Forms New_102_2021,the national lottery,0.0123456790123457
123Forms New_103_2021,fishing gear,0.0769230769230769
123Forms New_103_2021,link to photos,0.0769230769230769
123Forms New_103_2021,q157062,0.0769230769230769
123Forms New_103_2021,q3295867,0.307692307692308
123Forms New_103_2021,q334800,0.0769230769230769
123Forms New_103_2021,q695087,0.0769230769230769
123Forms New_103_2021,q85790037,0.0769230769230769
123Forms New_103_2021,"radnor, radnor hills water company",0.0769230769230769
123Forms New_103_2021,sun quench,0.0769230769230769
123Forms New_103_2021,super dry superior desicant,0.0769230769230769
123Forms New_104_2021,andes mint wrapper,0.1
123Forms New_104_2021,nature's bakery bar,0.1
123Forms New_104_2021,part of cigarette butt,0.2
123Forms New_104_2021,plastic water bottle,0.1
123Forms New_104_2021,popsicle wrapper - unilever,0.2
123Forms New_104_2021,q612524,0.2
123Forms New_104_2021,tacky sheet,0.1
123Forms New_105_2021,aqua indomilk teh gelas,0.049469964664311
123Forms New_105_2021,marlboro kretek marlboro surya pro samtek gudang garam diplomat mentol gudang baru premium surya la menthol ares grendhel dunhill sampoerna geo mild surya pro mild la alami,0.0848056537102474
123Forms New_105_2021,other brand,0.862190812720848
123Forms New_105_2021,pempes,0.00353356890459364
123Forms New_106_2021,green sands carnation susu lasegar,0.0073394495412844
123Forms New_106_2021,gudang garam la lights ares surya marlboro red blu rokok dji sam soe,0.0165137614678899
123Forms New_106_2021,other brand,0.755963302752294
123Forms New_106_2021,"pop mie, campina",0.144954128440367
123Forms New_106_2021,q212405,0.0018348623853211
123Forms New_106_2021,sandal,0.0458715596330275
123Forms New_106_2021,total laurier head and shoulders so klin deal mama lemon sunlight pantene clear sunsilk,0.0275229357798165
123Forms New_107_2021,air minum nuri pop mie pop ice ko boy es kopi susu joyo boyo surya mie taro french fried 2000 wafer superstar kapal api better kris bee glico wings komo milkita wafer selamat kul kul jajan miku sari roti hura indomie zylufc es krim magnus jajan ribut sukr,0.572972972972973
123Forms New_107_2021,ex goal cola teh rio pocari sweat cleo hydro coco pucuk harum le mineral happy soda aqua sprite ultra milk teh kotak air minum kanjuruhan sari apel susu murni nasional indomilk proman kratingdaeng cheers yakult teh sisri frestea coca-cola,0.210810810810811
123Forms New_107_2021,mitu baby masker korek,0.027027027027027
123Forms New_107_2021,promag,0.0108108108108108
123Forms New_107_2021,rokok geo dji sam soe magnum la sampoerna mild marlboro kretek sampoerna kretek esse surya gudang garam la surya pro djarum coklat gudang baru surya pro mil dunhill rokok juara alami sukun ga grendel,0.178378378378378
123Forms New_108_2021,club cheers aqua sprite fruit tea,0.12280701754386
123Forms New_108_2021,fantos sun spiz torpedo red milk mie goreng supermie trenz teh gelas tango sarimi kapal api es cream viola top 10 big babol kiss ban irc minute maid pulpy khong guan fox permen mintz simba protex thai milk tea oreo andalan aquarius santori,0.666666666666667
123Forms New_108_2021,lifebuoy shampoo 2 claudia sabun sunsilk,0.0526315789473684
123Forms New_108_2021,q905963,0.0175438596491228
123Forms New_108_2021,surya geo kretek marlboro sampoerna alami kretek gudang garam,0.140350877192982
123Forms New_109_2021,kratingdaeng,0.00996677740863787
123Forms New_109_2021,other brand,0.681063122923588
123Forms New_109_2021,q905963,0.0132890365448505
123Forms New_109_2021,sunsilk rinso rejoice pepsodent attack easy sabun medicare,0.0232558139534884
123Forms New_109_2021,"swallow, ace clothes",0.00664451827242525
123Forms New_109_2021,tirta kanjuruhan vicha sari apel milku club anda pocari kopi abc aqua floridina nescafe teh pucuk yakult le minerale  mizone sprite kopikap teh gelas ale ale jab milk okky jelly drink cleo aquades,0.149501661129568
123Forms New_109_2021,trubus alami gudang garam ares bintang mas grendel chief surya pro armor esse sayap mas sampoerna red blue bold sobat cahaya super penamas,0.116279069767442
123Forms New_11_2020,ainsworth pet nutrition,0.0185185185185185
123Forms New_11_2020,buena vista foods,0.0185185185185185
123Forms New_11_2020,clr brands,0.0185185185185185
123Forms New_11_2020,dulces anahuac,0.0185185185185185
123Forms New_11_2020,fresh innovations california llc,0.0185185185185185
123Forms New_11_2020,frutifresca,0.0185185185185185
123Forms New_11_2020,intex corp,0.0185185185185185
123Forms New_11_2020,it's-it ice cream,0.0185185185185185
123Forms New_11_2020,kado vape,0.0185185185185185
123Forms New_11_2020,momentum brands,0.0185185185185185
123Forms New_11_2020,new fish all bait,0.0185185185185185
123Forms New_11_2020,niagara bottling,0.0185185185185185
123Forms New_11_2020,optimal print source,0.0185185185185185
123Forms New_11_2020,q1123399,0.0185185185185185
123Forms New_11_2020,q11283168,0.0185185185185185
123Forms New_11_2020,q1538507,0.0555555555555556
123Forms New_11_2020,q160746,0.0185185185185185
123Forms New_11_2020,q17068094,0.0185185185185185
123Forms New_11_2020,q18345141,0.0185185185185185
123Forms New_11_2020,q217583,0.0185185185185185
123Forms New_11_2020,q269792,0.0185185185185185
123Forms New_11_2020,q3295867,0.0185185185185185
123Forms New_11_2020,q334800,0.0555555555555556
123Forms New_11_2020,q38076,0.0185185185185185
123Forms New_11_2020,q445007,0.0185185185185185
123Forms New_11_2020,q4859834q775031,0.0185185185185185
123Forms New_11_2020,q629998,0.0740740740740741
123Forms New_11_2020,q683170,0.0555555555555556
123Forms New_11_2020,q695087,0.0185185185185185
123Forms New_11_2020,q7130444,0.0185185185185185
123Forms New_11_2020,q7429410,0.0185185185185185
123Forms New_11_2020,q7879030,0.0185185185185185
123Forms New_11_2020,q795981,0.0185185185185185
123Forms New_11_2020,q856411,0.037037037037037
123Forms New_11_2020,q856897,0.0555555555555556
123Forms New_11_2020,snak king - el sabroso,0.0185185185185185
123Forms New_11_2020,sonoco,0.0185185185185185
123Forms New_11_2020,super center concepts,0.0185185185185185
123Forms New_11_2020,sysco corporation starlight mints,0.0185185185185185
123Forms New_11_2020,tapatio foods inc,0.0185185185185185
123Forms New_11_2020,wells enterprises,0.0185185185185185
123Forms New_11_2020,winpak,0.0185185185185185
123Forms New_110_2021,bugles & fritos,0.0307692307692308
123Forms New_110_2021,ever fresh juice,0.0153846153846154
123Forms New_110_2021,"jolly rancher, mounds, starburst, snickers, nestle, hershey",0.123076923076923
123Forms New_110_2021,luchables,0.0307692307692308
123Forms New_110_2021,milorganite,0.0153846153846154
123Forms New_110_2021,pick n save,0.0615384615384615
123Forms New_110_2021,q1143589,0.0153846153846154
123Forms New_110_2021,q153417,0.0153846153846154
123Forms New_110_2021,q1577587,0.138461538461538
123Forms New_110_2021,q160746,0.0153846153846154
123Forms New_110_2021,q1691896,0.0307692307692308
123Forms New_110_2021,q18619470,0.0153846153846154
123Forms New_110_2021,q334800,0.0615384615384615
123Forms New_110_2021,q37158,0.261538461538462
123Forms New_110_2021,q38076,0.0615384615384615
123Forms New_110_2021,q668737,0.0307692307692308
123Forms New_110_2021,q6801733,0.0153846153846154
123Forms New_110_2021,q7339900,0.0153846153846154
123Forms New_110_2021,q7423933,0.0153846153846154
123Forms New_110_2021,q7742790,0.0153846153846154
123Forms New_110_2021,q847743,0.0153846153846154
123Forms New_112_2021,q115388598,0.111111111111111
123Forms New_112_2021,q160746,0.222222222222222
123Forms New_112_2021,q334800,0.111111111111111
123Forms New_112_2021,q38076,0.222222222222222
123Forms New_112_2021,q4697618,0.111111111111111
123Forms New_112_2021,q856897,0.111111111111111
123Forms New_112_2021,spectracide,0.111111111111111
123Forms New_115_2021,boyki you you stick garam kapal usagi balls fruit tea white coffie top coffee torabika gilus mix teh sisri chocolatos teh java indomilk mentos tolak angin top cappucino kapal api tora cafe frisian flag utramilk fresh coffee titik koma cheers hemaviton c10,0.198717948717949
123Forms New_115_2021,mie sedap cimory buavita club le mineral sprite paseo yakult teh gelas kopikap teh pucuk cleo yakult aqua vit golda yakult kopi yes,0.275641025641026
123Forms New_115_2021,petromax kratingdaeng,0.0256410256410256
123Forms New_115_2021,surya gg gudang baru sampoerna andalan la grendel alami ares camel geo magnum dunhill marlboro sehat tentrem cigarskruie sumber baru country on bold ziga chief modus mild,0.5
123Forms New_116_2021,abc baterai  baterai hp lem uhu baterai energizer,0.0526315789473684
123Forms New_116_2021,kopikap teh javana cleo coca cola teh gelas anda ale ale aqua air mineral km teh pucuk harum greenfield club,0.168421052631579
123Forms New_116_2021,marlboro dji sam soe  ares chief  sampoerna mild 2 andalan  trubus alami  ‌camel  geo gudang garam grendel,0.210526315789474
123Forms New_116_2021,nano nano kacang 2 kelinci jetz indomie momogi bumi subur pupuk gopek mie gacoan kopiko mentos milkita kiss minz soto lamongan blewah nissin wafer biskuat boyki sambel sasa milkita mie sedaap milo royco kinderjoy tic tac antimo relaxa bango pillows whiska,0.568421052631579
123Forms New_118_2021,air mineral ruteng,0.294520547945206
123Forms New_118_2021,avia,0.00684931506849315
123Forms New_118_2021,avian,0.00684931506849315
123Forms New_118_2021,cronos,0.0273972602739726
123Forms New_118_2021,hydro fresh,0.0136986301369863
123Forms New_118_2021,"kikkoman corporation, kiko, pandaria makmur (kiko fact), unifam",0.123287671232877
123Forms New_118_2021,q12497654,0.0479452054794521
123Forms New_118_2021,q12524596,0.0616438356164384
123Forms New_118_2021,q1553005,0.273972602739726
123Forms New_118_2021,q160746,0.00684931506849315
123Forms New_118_2021,q329426,0.0136986301369863
123Forms New_118_2021,q445007,0.0547945205479452
123Forms New_118_2021,q4699710,0.0136986301369863
123Forms New_118_2021,tokai dharma indonesia,0.0547945205479452
123Forms New_119_2021,aquapura,0.00185528756957328
123Forms New_119_2021,baylne,0.00649350649350649
123Forms New_119_2021,botol sosro,0.00371057513914657
123Forms New_119_2021,cergen,0.0120593692022263
123Forms New_119_2021,child kit,0.000927643784786642
123Forms New_119_2021,christaline,0.00371057513914657
123Forms New_119_2021,citra handbody,0.00185528756957328
123Forms New_119_2021,coco brf,0.00185528756957328
123Forms New_119_2021,greentea,0.00556586270871985
123Forms New_119_2021,gres,0.00463821892393321
123Forms New_119_2021,gulda coffee,0.000927643784786642
123Forms New_119_2021,hand and shoulder,0.000927643784786642
123Forms New_119_2021,herocyn,0.000927643784786642
123Forms New_119_2021,https://www.linkedin.com/company/tudung-group-holding-co-of-garudafood-group-and-sns-group-/,0.00278293135435993
123Forms New_119_2021,https://www.ot.id/about-ot,0.000927643784786642
123Forms New_119_2021,kopiko coffee,0.000927643784786642
123Forms New_119_2021,"kunci mas, sinar mas agro",0.000927643784786642
123Forms New_119_2021,lesterint,0.000927643784786642
123Forms New_119_2021,luwak coffee,0.000927643784786642
123Forms New_119_2021,"madu tj, madu tj, ultra sakti, ultra sakti",0.000927643784786642
123Forms New_119_2021,malkis roma oreo,0.0565862708719852
123Forms New_119_2021,"megasari makmur, mitu baby",0.000927643784786642
123Forms New_119_2021,nutri bost,0.00556586270871985
123Forms New_119_2021,papuakua,0.00463821892393321
123Forms New_119_2021,pempers,0.0343228200371058
123Forms New_119_2021,petramax,0.000927643784786642
123Forms New_119_2021,pocari,0.0222634508348794
123Forms New_119_2021,puply,0.0157699443413729
123Forms New_119_2021,puruxa,0.00649350649350649
123Forms New_119_2021,q10910318q905963,0.00649350649350649
123Forms New_119_2021,q12497654,0.0927643784786642
123Forms New_119_2021,q12512104,0.000927643784786642
123Forms New_119_2021,q12524596,0.00834879406307978
123Forms New_119_2021,q1345267,0.00556586270871985
123Forms New_119_2021,q1471161,0.000927643784786642
123Forms New_119_2021,q156077,0.000927643784786642
123Forms New_119_2021,q157062,0.00649350649350649
123Forms New_119_2021,q160746,0.023191094619666
123Forms New_119_2021,q217583,0.00649350649350649
123Forms New_119_2021,q329426,0.204081632653061
123Forms New_119_2021,q3295867,0.0575139146567718
123Forms New_119_2021,q333718,0.000927643784786642
123Forms New_119_2021,q334800,0.000927643784786642
123Forms New_119_2021,q3764225q1548713,0.000927643784786642
123Forms New_119_2021,q4699710,0.00463821892393321
123Forms New_119_2021,q7907085,0.00371057513914657
123Forms New_119_2021,q7959272,0.00649350649350649
123Forms New_119_2021,q812538,0.000927643784786642
123Forms New_119_2021,q97236799q97236799,0.00278293135435993
123Forms New_119_2021,q97241901,0.000927643784786642
123Forms New_119_2021,quala,0.179962894248609
123Forms New_119_2021,robongholo,0.00834879406307978
123Forms New_119_2021,stereofoam,0.120593692022263
123Forms New_119_2021,thai tea,0.00278293135435993
123Forms New_119_2021,vitaer,0.0510204081632653
123Forms New_12_2020,"bel group, fromargeries bel",0.015625
123Forms New_12_2020,"biochimica spa, coop, coop schweiz",0.03125
123Forms New_12_2020,"groupe carrefour, carrefour, carrefour, groupe carrefour",0.015625
123Forms New_12_2020,harlbo,0.015625
123Forms New_12_2020,https://photiadesgroup.com/agros/,0.015625
123Forms New_12_2020,"j&j snack foods, slush puppie",0.015625
123Forms New_12_2020,maxs,0.09375
123Forms New_12_2020,paturages,0.015625
123Forms New_12_2020,perettivan,0.015625
123Forms New_12_2020,picus sa,0.015625
123Forms New_12_2020,q113642574,0.03125
123Forms New_12_2020,q125054,0.015625
123Forms New_12_2020,q157062,0.015625
123Forms New_12_2020,q160746,0.046875
123Forms New_12_2020,q269792,0.09375
123Forms New_12_2020,q3295867,0.0625
123Forms New_12_2020,q379911q680727,0.015625
123Forms New_12_2020,q43709,0.015625
123Forms New_12_2020,q632030,0.03125
123Forms New_12_2020,q632694q969761,0.046875
123Forms New_12_2020,q6805265,0.015625
123Forms New_12_2020,q680727,0.125
123Forms New_12_2020,q695087,0.03125
123Forms New_12_2020,q876811,0.015625
123Forms New_12_2020,ranou,0.015625
123Forms New_12_2020,starbucks,0.015625
123Forms New_12_2020,verquin,0.0625
123Forms New_12_2020,werti,0.015625
123Forms New_12_2020,zweifel,0.078125
123Forms New_120_2021,appy apple,0.111111111111111
123Forms New_120_2021,dettol soap,0.0432900432900433
123Forms New_120_2021,flooty,0.0288600288600289
123Forms New_120_2021,glycerin,0.00721500721500722
123Forms New_120_2021,https://www.tradekings.co.zm/,0.216450216450216
123Forms New_120_2021,jiggies,0.0360750360750361
123Forms New_120_2021,joe biscuits,0.0216450216450216
123Forms New_120_2021,la-la,0.0173160173160173
123Forms New_120_2021,musa biscuits,0.0173160173160173
123Forms New_120_2021,q115636930,0.0432900432900433
123Forms New_120_2021,q3295867,0.0216450216450216
123Forms New_120_2021,q3740038,0.0865800865800866
123Forms New_120_2021,q5116536,0.145743145743146
123Forms New_120_2021,q56236979,0.0432900432900433
123Forms New_120_2021,royco mchuzi,0.0577200577200577
123Forms New_120_2021,tinga,0.0577200577200577
123Forms New_120_2021,zam milk,0.0144300144300144
123Forms New_120_2021,zambezi bread,0.0144300144300144
123Forms New_120_2021,zazoy,0.0158730158730159
123Forms New_121_2021,"algida - unilever hellas, cocktail",0.00862068965517241
123Forms New_121_2021,"b-cool, multipac",0.0028735632183908
123Forms New_121_2021,bel cola,0.028735632183908
123Forms New_121_2021,bel cola ( coca cola),0.0459770114942529
123Forms New_121_2021,bicoo,0.00574712643678161
123Forms New_121_2021,bigo,0.00574712643678161
123Forms New_121_2021,boss baker,0.0028735632183908
123Forms New_121_2021,casera,0.0028735632183908
123Forms New_121_2021,"comserora african ltd, gino, gino, hebei tomato industry",0.0028735632183908
123Forms New_121_2021,cream 4 fun + alvine,0.00574712643678161
123Forms New_121_2021,"despar, vital, vital",0.0114942528735632
123Forms New_121_2021,"doffi, keds products ltd, keds tanzania ltd, tanzania distillers ltd",0.0373563218390805
123Forms New_121_2021,dynawel,0.00574712643678161
123Forms New_121_2021,eljay group of businesses,0.00574712643678161
123Forms New_121_2021,eurodoni,0.0028735632183908
123Forms New_121_2021,fan choco ( fan milk togo ),0.0028735632183908
123Forms New_121_2021,fan dango,0.0229885057471264
123Forms New_121_2021,faragelo,0.0028735632183908
123Forms New_121_2021,"fiesta, fiesta, vangusto",0.00574712643678161
123Forms New_121_2021,genie,0.0603448275862069
123Forms New_121_2021,https://cwaygroup.com/about-us/,0.00574712643678161
123Forms New_121_2021,la casera,0.0028735632183908
123Forms New_121_2021,magico,0.00574712643678161
123Forms New_121_2021,nana,0.17816091954023
123Forms New_121_2021,other brand,0.0919540229885057
123Forms New_121_2021,pure delight,0.00574712643678161
123Forms New_121_2021,q11311462,0.0028735632183908
123Forms New_121_2021,q12497654,0.014367816091954
123Forms New_121_2021,q12524596,0.0344827586206897
123Forms New_121_2021,q12857502,0.0028735632183908
123Forms New_121_2021,q1471161,0.0028735632183908
123Forms New_121_2021,q157062,0.00574712643678161
123Forms New_121_2021,q16338095,0.0201149425287356
123Forms New_121_2021,q2363991,0.0028735632183908
123Forms New_121_2021,q3295867,0.0775862068965517
123Forms New_121_2021,q404391,0.0028735632183908
123Forms New_121_2021,q54092988,0.0172413793103448
123Forms New_121_2021,q55331909,0.00574712643678161
123Forms New_121_2021,q61883237,0.14367816091954
123Forms New_121_2021,q775031,0.014367816091954
123Forms New_121_2021,q892598,0.0229885057471264
123Forms New_121_2021,rasta,0.0028735632183908
123Forms New_121_2021,rigoo,0.0028735632183908
123Forms New_121_2021,rio pop,0.0028735632183908
123Forms New_121_2021,rock,0.0028735632183908
123Forms New_121_2021,sauce soja,0.0028735632183908
123Forms New_121_2021,"smile, smile, wanpen asia drink company limited",0.0028735632183908
123Forms New_121_2021,stomr,0.00574712643678161
123Forms New_121_2021,tamarinda,0.00574712643678161
123Forms New_121_2021,tropica,0.00574712643678161
123Forms New_121_2021,yaourt naturel,0.0028735632183908
123Forms New_121_2021,"youki, youki",0.014367816091954
123Forms New_121_2021,yso,0.014367816091954
123Forms New_121_2021,zam zam,0.0028735632183908
123Forms New_122_2021,ab (harpin food ingre corp.ltd.),0.00319488817891374
123Forms New_122_2021,"best tiwi food product, tiwi",0.012779552715655
123Forms New_122_2021,candy maker inc.,0.121405750798722
