Column,brand_name,name,new_name,id,sum
3473,bw drinking water,bw drinking water,bw drinking water,,2
3474,bwana sukari,bwana sukari,bwana sukari,,44
3475,bwana sukari,Bwana Sukari,bwana sukari,,0
3476,bwana sukari,Kilombero Sugar,kilombero sugar,,1
3477,bwana sukari,Kilombero Sugar Company Ltd,kilombero sugar,,1
3478,bx,Bandex SA,bandex sa,,5
3479,bye polar,Bye Polar,bye polar,,1
3480,byron bay cookies,byron bay cookies,byron bay cookies,,1
3481,c'est bon,China Resources,china resources,Q1073501,185
3482,c'est bon,China Ressources Beverage,china ressources beverage,,142
3483,c'est bon china resources,c'est bon china resources,c'est bon china resources,,1
3484,c'estbon,C'estbon,c'estbon,,52
3485,c'estbon,China Resources Beverage (Holdings) Ltd,china ressources beverage,,3
3486,c-cure,C-cure,c-cure,,2
3487,c-vitt,C-Vitt,c-vitt,,0
3488,c swiss - cannabis ice tea the original,‎Seagull,‎seagull,,1
3489,c way food & beverages,Cway Group,cway group,,7
3490,c&s tissue,C&S Tissue,c&s tissue,,1
3491,çˆ±ä¸š/ai shang,Ai Shang,ai shang,,1
3492,çˆ±å¤¸/ai kua,Ai Kua,ai kua,,1
3493,çˆ±å°š/ai shang,Ai Shang,ai shang,,2
3494,çˆ½æ­ªæ­ª/wahaha,Hangzhou Wahaha Group,hangzhou wahaha group,Q1071849,2
3495,ç¦å·žé±¼ä¸¸/fishball,Fishball,fishball,,1
3496,ç¦æ»¡ç›š/fumanyi,Fumanyi,fumanyi,,1
3497,ç¦è¯ï¼ˆè‘¡è„ç³–é¥®æ–™ï¼‰/fuyao group,Fuyao Group,fuyao group,,1
3498,ç¨»èš±é¦™/daohuaxiang,Daohuaxiang,daohuaxiang,,2
3499,ç´«å±±/zi shan,Zi Shan,zi shan,,1
3500,ç­‘é¾™ç‰œ/zu long,Zu Long,zu long,,1
3501,ç‘žå’œå›­/ruiheyuan,Ruiheyuan,ruiheyuan,,1
3502,ç”˜æº/ganyuanfood,Ganyuanfood,ganyuanfood,,1
3503,ç›¸å°/xiangyin,Xiangyin,xiangyin,,1
3504,ç›¼ç›¼/panpanfood,Panpanfood,panpanfood,,4
3505,ç›šæ¯/yi mu,Yi Mu,yi mu,,1
3506,ç›šåš›å¤š/yakult,Yakult,yakult,Q936040,2
3507,ç¢§æ¡‚å›­ç“¶ç›–/bi gui yuan,Bi Gui Yuan,bi gui yuan,,1
3508,ç¢§æ‚ /activia,Activia,activia,,4
3509,ç¤¼æ‹œå¤©/sunday,Sunday,sunday,,1
3510,ç±³é€š/mi laotou,Mi Laotou,mi laotou,,1
3511,ç«‹ä¸°/lifengfood,Lifengfood,lifengfood,,1
3512,ç«‹ç™½/liby,Liby,liby,Q10288406,1
3513,ç«¥è®°ä¸‰åˆ©å’œé£ÿå“/tong ji,Tong Ji,tong ji,,1
3514,ç«¹æ™¯æµ·æ¹¾é¥­åº—çº¸å·¾/zhujinghaiwan restaurant,Zhujinghaiwan Restaurant,zhujinghaiwan restaurant,,1
3515,ç»´ä»–/vita,Vita,vita,,2
3516,ç»´ä»–æÿ æª¬èœ¶/vita,Vita,vita,,1
3517,ç»´è¾¾/vinda,Vinda,vinda,,2
3518,ç»¿ç®­/doublemint,Doublemint,doublemint,,1
3519,ç»¿è±†æ²™å†°é›ªæ³¥/lv shuang,Lv Shuang,lv shuang,,1
3520,ç»å…´é»„é…’/shaoxingwine,Shaoxingwine,shaoxingwine,,1
3521,ç»ÿä¸€/uni-president,Uni-President Enterprises Corporation,uni-president enterprises corporation,Q7884615,13
3522,ç»ÿä¸€æ–¹ä¾¿é¢/uni-president,Uni-President Enterprises Corporation,uni-president enterprises corporation,Q7884615,1
3523,ç§€ä¸€æ´—å‘æ°´/xiu yi,Xiu Yi,xiu yi,,1
3524,ç…šèµ«é—¨/nanjing cigarette,Nanjing Cigarette,nanjing cigarette,,5
3525,ç‡•å¡˜/yan tang,Yan Tang,yan tang,,1
3526,ç‡•äº¬/yanjing,Yanjing,yanjing,,1
3527,ç‰¡ä¸¹/mudan,Mudan,mudan,,2
3528,ç‰›æ å±±/niulanshan,Niulanshan,niulanshan,,5
3529,ç‰›è€ä¸‰/niulaosan,Niulaosan,niulaosan,,1
3530,ç‰‡ä»”ç™€/pien tze huang,Pien Tze Huang,pien tze huang,,1
3531,ç‰¹ä»‘è‹/milk deluxe,Milk Deluxe,milk deluxe,,1
3532,ç‰¹ä»‘è‹/telunsu,Telunsu,telunsu,,6
3533,ççˆ±æ‰‹å¥—åœ…è£…è¢‹/zhen ai,Zhen Ai,zhen ai,,1
3534,çç äº®è‚¤æ»‹å…»é¢è†œ/duo yunsi,Duo Yunsi,duo yunsi,,1
3535,ç¾žä¼¦/mei lun,Mei Lun,mei lun,,1
3536,ç¾žå¹´è¾¾/mirinda,Mirinda,mirinda,,1
3537,ç¾žä¹å¤š/mini-cn,Mini-Cn,mini-cn,,1
3538,ç¾žæ±æº/coca cola,The Coca-Cola Company,the coca-cola company,Q3295867,3
3539,ç¾žæœ´æ„ÿå†’é¢—ç²’/mei pu,Mei Pu,mei pu,,1
3540,c2,JG Summit Holdings,jg summit holdings,Q6108205,451
3541,c2,"Tan Hiep Phat Trading - Service Co., Ltd","tan hiep phat trading - service co., ltd",,5
3542,c2 bottle,JG Summit Holdings,jg summit holdings,Q6108205,1
3543,c2 label,JG Summit Holdings,jg summit holdings,Q6108205,7
3544,c2 milktea,JG Summit Holdings,jg summit holdings,Q6108205,1
3545,c2 solo,JG Summit Holdings,jg summit holdings,Q6108205,2
3546,caballito,Embotelladora Aga,embotelladora aga,,2
3547,cabin,Niger Biscuits Co.,niger biscuits co.,,6
3548,cabot cheese,Farm Families,farm families,,2
3549,cabot creamery,Cabot,cabot,,1
3550,cabreiora agua,Cabreiora Agua,cabreiora agua,,0
3551,cabrinha,Cabrinha,cabrinha,,1
3552,cabrioni wafer,cabrioni wafer,cabrioni wafer,,1
3553,cabrito,Cabrito,cabrito,,2
3554,"cacao mir yum""""","cacao mir yum""""","cacao mir yum""""",,1
3555,cacao nestle,Nestlé,nestlé,Q160746,1
3556,caçarola,caçarola,caçarola,,1
3557,cacau show,Cacau Show,cacau show,Q9671713,4
3558,cachaça tarago forte,cachaça tarago forte,cachaça tarago forte,,1
3559,cachouette,Cachouette,cachouette,,1
3560,cactus,Cactus,cactus,Q466918,11
3561,cactus,Cactus Marketing,cactus marketing,,17
3562,cactus,Cactus Marketing Sdn Bhd,cactus marketing sdn bhd,,100
3563,cactus,Spritzer,spritzer,,10
3564,cactus,Spritzer Company,spritzer company,,1
3565,cactus,Spritzer Group,spritzer group,,63
3566,cactus,Spritzer Group of Companies,spritzer group,,35
3567,cactus,Spritzer Sdn Bhd,spritzer sdn bhd,,1
3568,cactus brand,Cactus Brand,cactus brand,,0
3569,cada dia,Cada Dia,cada dia,,0
3570,cadbary,Cadbary,cadbary,,0
3571,cadburry,Mondelez International,mondelez international,Q12857502,1
3572,cadbury,Berkshire Hathaway,berkshire hathaway,Q217583,411
3573,cadbury,Bourvita,bourvita,,3
3574,cadbury,Dairy Milk,dairy milk,,5
3575,cadbury,Mondelez International,mondelez international,Q12857502,434
3576,cadbury's caramel,Mondelez International,mondelez international,Q12857502,1
3577,cadbury's dairy milk,Mondelez International,mondelez international,Q12857502,1
3578,cadbury's flake,Mondelez International,mondelez international,Q12857502,5
3579,cadbury adams,Mondelez International,mondelez international,Q12857502,1
3580,cadbury bournville,Mondelez International,mondelez international,Q12857502,2
3581,cadbury chocolate,Mondelez International,mondelez international,Q12857502,5
3582,cadbury dairy milk,Mondelez International,mondelez international,Q12857502,44
3583,cadbury fuse,Mondelez International,mondelez international,Q12857502,2
3584,cadbury oreo,Mondelez International,mondelez international,Q12857502,9
3585,"cadbury, chips ahoy, oreos",Mondelez International,mondelez international,Q12857502,4
3586,cadence,cadence,cadence,,1
3587,cadence,CADENCE ELETRODOMESTICOS S.A,cadence eletrodomesticos s.a,,1
3588,cadum,Cadum,cadum,,1
3589,"caesar santa fee, netto",Salling Group,salling group,Q492820,1
3590,cafã©-rhum,Cafã©-Rhum,cafã©-rhum,,151
3591,cafã© de coral,Cafã© De Coral Holdings,cafã© de coral holdings,,3
3592,cafã©&co,Cafã©&Co,cafã©&co,,2
3593,café-rhum,café-rhum,café-rhum,,6
3594,café de sal,café de sal,café de sal,,1
3595,café emelio,Café Emelio,café emelio,,1
3596,café latte,café latte,café latte,,1
3597,café latte,Emmi,emmi,,4
3598,cafe marius,Cafe Marius,cafe marius,,1
3599,café oro,Café Oro,café oro,,1
3600,café oro,Sabormex,sabormex,,1
3601,cafe pho,"FES Co., LTD - Vietnam","fes co., ltd - vietnam",,7
3602,cafe royal,cafe royal,cafe royal,,1
3603,café royal,Federation of Migros Cooperatives,federation of migros cooperatives,Q680727,6
3604,cafeinado (esp),Cafeinado (Esp),cafeinado (esp),,1
3605,cafemio,Bach,bach,,1
3606,cafet,Les Mousquetaires,les mousquetaires,Q1820565,1
3607,caffã©,San Fabio,san fabio,,1
3608,caffe latte,Emmi,emmi,,25
3609,caffe rice,caffe rice,caffe rice,,1
3610,caffe spettacolo,Caffè Spettacolo,caffè spettacolo,Q111728781,9
3611,caffeine,Caffeine Roasters,caffeine roasters,,3
3612,caffino,PT Sumber Kopi Prima,pt sumber kopi prima,,1
3613,caffino,Sumber Kopi Prima,sumber kopi prima,,4
3614,cahaya sentosa abadi,Cahaya Sentosa Abadi,cahaya sentosa abadi,,1
3615,cai lan,cai lan,cai lan,,1
3616,cai si,Cai Si,cai si,,1
3617,cai yuan,Cai Yuan,cai yuan,,1
3618,cailler,Cailler,cailler,,2
3619,cailler branche,cailler branche,cailler branche,,1
3620,caines,caines,caines,,1
3621,cairo light,cairo light,cairo light,,1
3622,cajiayi,Wuhan Cajiayi Electronic Commerce Co. LTD,wuhan cajiayi electronic commerce co. ltd,,1
3623,cake connection,Cake Connection,cake connection,,1
3624,cal,Lizcal,lizcal,,1
3625,cal cheese,Mayora Indah,mayora indah,Q12497654,33
3626,calaf,Carozzi Corp,carozzi corp,,1
3627,calamansi juice,calamansi juice,calamansi juice,,2
3628,calbee,Calbee,calbee,Q846834,1
3629,calbee,Calbee Inc.,calbee inc.,,6
3630,calcetose,Calcetose,calcetose,,1
3631,calcheese,Mayora Indah,mayora indah,Q12497654,6
3632,calcutá,Alimentos Wilson,alimentos wilson,,2
3633,caldo de ouro,Campal,campal,,1
3634,caldoce,caldoce,caldoce,,1
3635,caldwells,caldwells,caldwells,,1
3636,calet,calet,calet,,6
3637,cali,Cali,cali,,2
3638,calidad pascual,Calidad Pascual,calidad pascual,,1
3639,calidon's brandy,Calidon'S Brandy,calidon's brandy,,9
3640,california,California,california,,1
3641,california früchte,August Storck KG,august storck kg,Q566814,1
3642,california giant,California Giant,california giant,,1
3643,calin,Novartis Group,novartis group,,1
3644,calippo,https://www.lusso.ch/home.html,https://www.lusso.ch/home.html,,1
3645,calippo,Unilever,unilever,Q157062,3
3646,calipso,calipso,calipso,,1
3647,call cheese,call cheese,call cheese,,1
3648,calla,Golden State Bulb Growers,golden state bulb growers,,3
3649,calla,Peerless Products Manufactoring Inc,peerless products manufactoring inc,,78
3650,calla bar,calla bar,calla bar,,1
3651,calla fabcon,calla fabcon,calla fabcon,,9
3652,calla fresh,calla fresh,calla fresh,,5
3653,calla fresh fabcon,calla fresh fabcon,calla fresh fabcon,,12
3654,calla fresh powder,calla fresh powder,calla fresh powder,,6
3655,calla garden rose,calla garden rose,calla garden rose,,15
3656,callaway blue,Callaway Blue,callaway blue,,2
3657,callipo,Unilever,unilever,Q157062,3
3658,calofic,calofic,calofic,,1
3659,calofic,CALOFIC,calofic,,6
3660,calpico,Calpis Indonesia,calpis indonesia,,4
3661,calpis,Calpis,calpis,Q1027454,3
3662,calpis,Etika,etika,,3
3663,caltrate,Caltrate,caltrate,,1
3664,calumet,calumet,calumet,,1
3665,calve,Unilever,unilever,Q157062,1
3666,calvin klein,PVH,pvh,Q1132272,0
3667,calvin klein,PVH Corp.,pvh corp.,,1
3668,calypso,Famous Inc.,famous inc.,,1
3669,cam 2 oil,cam 2 oil,cam 2 oil,,6
3670,cam 2 oil,Cam 2 Oil,cam 2 oil,,6
3671,cam thanh,cam thanh,cam thanh,,1
3672,camar,Camar,camar,,1
3673,camay,Unilever,unilever,Q157062,1
3674,cambino,Cambino,cambino,,1
3675,camel,Japan Tobacco,japan tobacco,Q898568,1
3676,camel,Reynolds American,reynolds american,Q947718,760
3677,camel (r. j. reynolds tobacco company),Camel (R. J. Reynolds Tobacco Company),camel (r. j. reynolds tobacco company),,1
3678,camel cigarette butts,Reynolds American,reynolds american,Q947718,83
3679,camel ë‹´ë°°,Reynolds American,reynolds american,Q947718,1
3680,camel wrapper,Reynolds American,reynolds american,Q947718,1
3681,camelback insulator,camelback insulator,camelback insulator,,1
3682,camelinho,Camelinho,camelinho,,34
3683,camelo,camelo,camelo,,1
3684,camelo,Sumber Tirta Pamenang,sumber tirta pamenang,,2
3685,camelo sumber tirta pamenang,camelo sumber tirta pamenang,camelo sumber tirta pamenang,,1
3686,camelot chilled foods,Camelot Foods,camelot foods,,1
3687,camilica ayran,Camilica Ayran,camilica ayran,,1
3688,camisinha (posto),Natex,natex,,18
3689,camisinha sus,Netex,natex,,1
3690,camlait,Camlait,camlait,Q2935175,3
3691,camlica,Camlica,camlica,,3
3692,camp wc,Camp Wc,camp wc,,1
3693,campbells,campbells,campbell's,,4
3694,campina,Campina Ice Cream Industry,campina ice cream industry,,13
3695,campina,FrieslandCampina,frieslandcampina,Q248711,23
3696,campino,August Storck KG,august storck kg,Q566814,1
3697,campo fresco,campo fresco,campo fresco,,1
3698,campo vivo,campo vivo,campo vivo,,1
3699,campofrío,CAMPOFRÍO,campofrío,,3
3700,campos,campos,campos,,1
3701,campos,Campos,campos,,2
3702,campuran,Campuran,campuran,,0
3703,can,Can,can,,1
3704,"can beer,can juice,food stuff,tin fish, sasugage,cream","Can Beer,Can Juice,Food Stuff,Tin Fish, Sasugage,Cream","can beer,can juice,food stuff,tin fish, sasugage,cream",,0
3705,can can,CAN CAN,can can,,10
3706,canabis ice tea,canabis ice tea,canabis ice tea,,2
3707,canada dry,JAB Holding Company,jab holding company,Q1691896,19
3708,canadadry soda,Cerveceria Hondureña,cerveceria hondureña,,4
3709,canadia bottle drink,Canadian Pure Water,canadian pure water,,549
3710,canadian,Allyen Industries Limited,allyen industries ltd,,12
3711,canadian,Allyen Industries Ltd,allyen industries ltd,,9
3712,canadian pure,Nova Product,nova product,,43
3713,canadian springs water,Aquaterra Corporation,aquaterra corporation,,1
3714,canadian tire,Canadian Tire Corporation Ltd.,canadian tire corporation ltd.,,1
3715,canadian water,Allyen Industries Ltd,allyen industries ltd,,3
3716,canadian water,George Weston Limited,george weston limited,Q833217,1
3717,canção nova,canção nova,canção nova,,2
3718,candea,Lek,lek,Q22906321,2
3719,candela,candela,candela,,1
3720,candela,Candela,candela,,1
3721,candelas,Candelas,candelas,,1
3722,canderaria,Canderaria,canderaria,,3
3723,candia,Candia,candia,Q5031671,1
3724,candy,Lukas,lukas,Q28062533,6
3725,candy,Nestlé,nestlé,Q160746,3
3726,candy,Roshen,roshen,Q2635017,22
3727,candy boom,candy boom,candy boom,,1
3728,candy lake,Paras Food Products,paras food product,,1
3729,candy lipstick,Swizzels Matlow Ltd.,swizzels matlow ltd.,,1
3730,candy maker inc.,candy maker inc.,candy maker inc.,,38
3731,candy man,ITC Limited,itc limited,Q1655008,1
3732,candy man inc,Candy Man Inc,candy man inc,,4
3733,candy mandy,candy mandy,candy mandy,,2
3734,candy mint,candy mint,candy mint,,1
3735,candy multifruit,Vita Tone,vita tone,,1
3736,candy prank,Candy Prank,candy prank,,1
3737,candyline food mktg. corp,Candyline Food Mktg. Corp,"candy line food manufacturing, corporation",,1
3738,candyman,ITC Limited,itc limited,Q1655008,61
3739,cane's,Cane's,cane's,,1
3740,canel's,Canel's,canel's,,3
3741,canel´s,Grupo Canel's,grupo canel's,,3
3742,canela fina,Canela Fina,canela fina,,1
3743,canelitas,Canelitas,canelitas,,0
3744,canelitas- marinela,Grupo Bimbo,grupo bimbo,Q775031,1
3745,canels,Grupo Canels,grupo canel's,,3
3746,canguil,Carlisnacks,carlisnacks,,15
3747,caninha da roça,Industria de Bebidas Paris,industria de bebidas paris,,3
3748,canning indonesia,Canning Indonesia,canning indonesia,,4
3749,cannon ball,Orang Tua,orang tua,,8
3750,cannono,Cannono,cannono,,1
3751,canon,Canon,canon,,1
3752,cans,cans,cans,,11
3753,cantata,Lotte Holdings,lotte holdings,Q11350495,1
3754,cantik,Cantik,cantik,,1
3755,cantina do vale,cantina do vale,cantina do vale,,1
3756,cantina do vale,Cantina Do Vale,cantina do vale,,2
3757,cantinho do vale,Cantinho Do Vale,cantinho do vale,,2
3758,canyon,canyon,canyon,,65
3759,canyon plastics (gitzit),Gitzit,gitzit,,1
3760,cap,Frigorífico Rydhans SA,frigorífico rydhans sa,,1
3761,cap berlian,Bukalapak,bukalapak,Q17320327,1
3762,cap jepati pemanis,Djepati,djepati,,1
3763,cap kaki 3,Cap Kaki 3,cap kaki 3,,1
3764,cap kaki 3,Kino Indonesia Tbk,kino indonesia tbk,,1
3765,cap lang,Eagle Indo Pharma,eagle indo pharma,,1
3766,cap laura,cap laura,cap laura,,1
3767,cap orang tua,cap orang tua,cap orang tua,,51
3768,cap orang tua,Cap Orang Tua,cap orang tua,,51
3769,caperlan,Oxylane,oxylane,,1
3770,capico,Tise Süsswaren GmbH,tise süsswaren gmbh,,10
3771,capitain jack,Capitain Jack,captain jack,,83
3772,capital,Capital Foods,capital foods,,2
3773,capital foods,Capital Foods,capital foods,,19
3774,caplang,Eagle Indo Pharma,eagle indo pharma,,13
3775,"caplang, casablanca","caplang, casablanca","caplang, casablanca",,2
3776,cappiccino,cappiccino,cappiccino,,1
3777,cappuccino,Molkerei Gropper,molkerei gropper,Q1943544,1
3778,cappuccino good day,Santos Jaya Abadi,santos jaya abadi,Q12512104,1
3779,cappuchino milbona,Schwarz Gruppe,schwarz gruppe,Q712034,1
3780,cappucino,Cappucino,cappucino,,4
3781,cappucino,Schwarz Gruppe,schwarz gruppe,Q712034,1
3782,cappuciono candy,Kopiko,kopiko,,1
3783,cappy,Cappy,cappy,,1
3784,cappy,The Coca-Cola Company,the coca-cola company,Q3295867,24
3785,cappy,Yummies,yummies,,6
3786,cappy,Yummies Inc.,yummies inc.,,1
3787,cappy ice fruit,Coca-cola HBC,coca-cola hbc,,1
3788,cappy pulpy,The Coca-Cola Company,the coca-cola company,Q3295867,1
3789,capri,Reynolds American,reynolds american,Q947718,5
3790,capri- sun,Archer Daniels Midland,archer daniels midland,Q632694,10
3791,capri-sun,Archer Daniels Midland,archer daniels midland,Q632694,21
3792,capri-sun,Capri Sun Group Holding,capri sun group holding,,128
3793,capri sonne,capri sonne,capri sonne,,18
3794,capri sonne,Capri Sun Vertriebs GmbH,capri sun vertriebs gmbh,,1
3795,capri su,capri su,capri su,,1
3796,capri sun,Archer Daniels Midland,archer daniels midland,Q632694,266
3797,capri sun,Berkshire Hathaway,berkshire hathaway,Q217583,98
3798,capri sun,Producer correction: Capri Sun Group Holding,producer correction: capri sun group holding,,2
3799,capri sun,The Coca-Cola Company,the coca-cola company,Q3295867,60
3800,caprice,Caprice,caprice,,11
3801,caprice î î±ï€î±î´î¿ï€î¿ïî»î¿ï…,Î Î±Ï€Î±Î´Î¿Ï€Î¿ÏÎ»Î¿Ï… Î‘Î•,î î±ï€î±î´î¿ï€î¿ïî»î¿ï… î‘î•,,5
3802,capricorn,Capricorn Records,capricorn records,Q1984458,9
3803,caprisonne,caprisonne,capri sonne,,1
3804,caprisun,Archer Daniels Midland,archer daniels midland,Q632694,57
3805,caprisun,Capri Sun,capri sun,Q969761,1
3806,caprisun,Capri Sun Group Holding,capri sun group holding,,23
3807,caprisun,Caprisun Group Holding,capri sun group holding,,6
3808,caps,The Coca-Cola Company,the coca-cola company,Q3295867,12
3809,caps loohing,Local Brand,other brand,,1
3810,captain chrup,Eurosnack,eurosnack,,1
3811,captain jack,captain jack,captain jack,,4
3812,captain jack,Captain Jack,captain jack,,6
3813,captain jack,Stellar Beverage Ltd,stellar beverage ltd,,20
3814,captain jack,STELLAR BEVERAGE LTD,stellar beverage ltd,,10
3815,captain jack rum,captain jack rum,captain jack rum,,118
3816,captain morgan,Captain Morgan,captain morgan,,1
3817,captain morgan,Captain Morgan Lumco,captain morgan,,9
3818,captain morgan,Diageo,diageo,Q161140,1
3819,captain rondo,captain rondo,captain rondo,,1
3820,captain sid,Jbc,jbc,,16
3821,capucino,PT Mallo Food Makasar,pt mallo food makasar,,1
3822,car freshener corp,car freshener corp,car freshener corp,,1
3823,carabao,"Carabao Tawandang Co., Ltd.","carabao tawandang co., ltd.",,3
3824,carambar,carambar,carambar,,1
3825,carambar,Carambar & Co.,carambar & co.,,3
3826,carambar,https://www.carambarco.com/en/,https://www.carambarco.com/en/,,2
3827,caramella club,Katjies International,katjies international,,4
3828,caramelle,Finazzi Dolciaria,finazzi dolciaria,,1
3829,caramelle alla menta,Serra Dolciaria,serra dolciaria,,2
3830,caramelle fjord,Liking Spa,liking spa,,1
3831,caramelle haribo,Haribo,haribo,Q169552,1
3832,caramelle penny market,Industria Dolciaria Srl,industria dolciaria srl,,1
3833,caramello koala,Mondelez International,mondelez international,Q12857502,7
3834,caramelo,Confiteca,confiteca,,2
3835,caramelo duro relleno arcor,Grupo Arcor,grupo arcor,Q380022,1
3836,caramelo tamarindo,Icapeb,icapeb,,16
3837,caramelos,Colombiana,colombiana,Q54850298,35
3838,caramelos haribo,Caramelos Haribo,caramelos haribo,,6
3839,caramulo,Caramulo,caramulo,,1
3840,carbocisteine,carbocisteine,carbocisteine,,8
3841,carbofuran pesticide,Carbofuran pesticide,carbofuran pesticide,,1
3842,carburator,Carburator,carburator,,0
3843,cardinal,Cardinal,cardinal,Q11295632,14
3844,cardinal health,Cardinal Health,cardinal health,Q902397,0
3845,care,Colgate-Palmolive Company,colgate-palmolive company,Q609466,10
3846,care one,Delhaize Le Lion,delhaize le lion,Q14903417,1
3847,caredent,caredent,caredent,,2
3848,carefree,Johnson & Johnson,johnson & johnson,Q333718,4
3849,caress,Paper Service,paper service,,1
3850,carglass,Belron,belron,,1
3851,carhartt,carhartt,carhartt,,1
3852,caribe cooler,Caribe Cooler,caribe cooler,,2
3853,carica,Carica Sumbing,carica sumbing,,1
3854,caritas,Caritas,caritas,Q5039711,1
3855,carl's jr,Carl's Jr.,carl's jr.,Q1043486,1
3856,carl's jr,Cke Restaurants Holdings,cke restaurants holdings,,2
3857,carl's jr.,Cke Restaurants Holdings,cke restaurants holdings,,4
3858,carl kã¼hne,Carl Kã¼Hne,carl kã¼hne,,1
3859,carletti,Carletti A/S,carletti a/s,,1
3860,carlos v,Carlos V,carlos v,,1
3861,carlos v,Nestlé,nestlé,Q160746,5
3862,carls junior,carls junior,carls junior,,1
3863,carlsbad alkaline water,Carlsbad Alkaline Water,carlsbad alkaline water,,1
3864,carlsberg,Carlsberg Group,carlsberg group,Q113215,73
3865,carlsberg,Lion Brewery,lion brewery,Q18354260,17
3866,carlsberg serbia,Carlsberg Group,carlsberg group,Q113215,22
3867,carlsens,Carlsens,carlsens,,0
3868,carlton,Imperial Brands,imperial brands,Q1471161,1
3869,carlton,Reynolds American,reynolds american,Q947718,3
3870,carlton cigarette butt,Reynolds American,reynolds american,Q947718,1
3871,carlton dry,carlton dry,carlton dry,,1
3872,carlton dry,Carlton United Breweries,carlton united breweries,,2
3873,carlton mid,carlton mid,carlton mid,,2
3874,carmens,carmens,carmens,,2
3875,carmens,Carmens,carmens,,6
3876,carmex,Carma Laboratories,carma laboratories inc,,2
3877,carmex,Carma Laboratories Inc,carma laboratories inc,,1
3878,carmex,"Carma Laboratories, Inc.",carma laboratories inc,,2
3879,carmex,Carma Labs,carma labs,,1
3880,carmex,carmex,carmex,,4
3881,carmycol,Carmycol,carmycol,,1
3882,carnation,Nestlé,nestlé,Q160746,20
3883,carnation milk,Nestlé,nestlé,Q160746,16
3884,carne,Delicia,delicia,Q11283878,1
3885,carnitine,Carnitine,carnitine,,2
3886,carnival candy,carnival candy,carnival candy,,2
3887,caroil,Caroil,caroil,,1
3888,carona,carona,carona,,2
3889,carozzi,Carozzi,carozzi,Q5753336,153
3890,carozzi,Carozzi Corp,carozzi corp,,8
3891,carpathian spring,Carpathian Mineral Waters LLC,carpathian mineral waters,,2
3892,carpatska dzherelna,The Carpathian mineral waters,the carpathian mineral waters,,18
3893,carre,Carre,carre,,2
3894,carre,Sondey,sondey,,1
3895,carré milch-haselnuss,Sondey,sondey,,2
3896,carrefour,	Groupe Carrefour,groupe carrefour,,3
3897,carrefour,carrefour,carrefour,,6
3898,carrefour,Carrefour,carrefour,,5
3899,carrefour,Groupe Carrefour,groupe carrefour,,4
3900,carrefour bio,Carrefour Bio,carrefour bio,Q55221138,1
3901,carrefour ensalada,Carrefour Ensalada,carrefour ensalada,,2
3902,carrera,Godrej Group Company,godrej group company,,1
3903,carrick glen,carrick glen,carrick glen,,2
3904,carrion,Carrion,carrion,,3
3905,carte d'or,Unilever,unilever,Q157062,3
3906,carter's (child's sandal),Carter'S,carter's,,1
3907,cartoons,Cartoons,cartoons,,0
3908,carvalhelhos,carvalhelhos,carvalhelhos,,1
3909,carvalhelhos,Carvalhelhos,carvalhelhos,,3
3910,carvil,Carvil Abadi,carvil abadi,,1
3911,casa cardenas,casa cardenas,casa cardenas,,1
3912,casa do gelo,casa do gelo,casa do gelo,,1
3913,casa suiã§a,Casa Suiã§A,casa suiã§a,,1
3914,casablanca,Priskila the Perfume Company,priskila the perfume company,,1
3915,casademont,Casademont,casademont,Q20104638,1
3916,casali,Casali,casali,,1
3917,casatarradellas,CASATARRADELLAS,casa terradellas,,7
3918,cascade,KRS Investent Limited,krs investent limited,,1
3919,cascade,Procter & Gamble,procter & gamble,Q212405,35
3920,cascade llb,cascade llb,cascade llb,,1
3921,cascade water,cascade water,cascade water,,1
3922,cascade water,Cascade Water,cascade water,,9
3923,cascadian farms,General Mills,general mills,Q629998,1
3924,cascala table water,Cascala Table Water,cascala table water,,1
3925,casco viejo,Casco Viejo,casco viejo,,1
3926,casera,casera,casera,,1
3927,casey,casey,casey,,1
3928,casey's,Casey'S,casey's,,30
3929,casey's,Casey's General Stores Inc.,casey's general stores inc.,,3
3930,casino,Casino,casino,,1
3931,casino,Groupe Casino,groupe casino,,2
3932,casino,Royal Sanders BVBA,royal sanders bvba,,1
3933,casino ethyl aclohol,IPI,ipi,Q110158717,11
3934,casino ethyl alcohol,IPI,ipi,Q110158717,5
3935,casoni,Casoni,casoni,,26
3936,casper gel,Casper Gel,casper gel,,1
3937,cassini,cassini,cassini,,1
3938,cassle,Cassle,cassle,,1
3939,cassoni,Cassoni Argentina,cassoni argentina,,7
3940,castella,castella,castella,,1
3941,castella,Castella,castella,,0
3942,castello,Arla Foods,arla foods,Q674575,2
3943,castle light,castle light,castle light,,26
3944,castle light,Castle Light,castle light,,26
3945,castle lite,Tanzania Distillers Ltd,tanzania distillers ltd,,2
3946,castro,castro,castro,,1
3947,castrol,BP,bp,Q152057,7
3948,castrol,BP Castrol,bp castrol,,1
3949,castrol,BP PLC,bp plc,,1
3950,castrol,Castrol Hellas,castrol hellas,,6
3951,castrol active servo,Castrol India Limited,castrol india limited,,12
3952,castrol power one,castrol power one,castrol power one,,1
3953,castus,The Whole Company A/S,the whole company a/s,,6
3954,castus,The Whole Company A/S (also in 2021 data from Denmark),the whole company a/s,,1
3955,catalina island,catalina island,catalina island,,1
3956,catbury,catbury,cadbary,,1
3957,catch cool,catch cool,catch cool,,1
