brand_name,parent_company_name,id,link,country,sum,validated
tetrapak,tetra laval,Q3519156,https://www.wikidata.org/wiki/Q3519156,"Portugal, Australia, Germany",22,TRUE
bioderm,ipi,Q110158717,https://www.wikidata.org/wiki/Q110158717,"Philippines, Philippines, Philippines, Philippines, Philippines, Philippines, Philippines",22,FALSE
carlsberg serbia,carlsberg group,Q113215,https://www.wikidata.org/wiki/Q113215,Montenegro,22,FALSE
pinguino,de'longhi,Q1207494,https://www.wikidata.org/wiki/Q1207494,Ecuador,22,FALSE
gems,mondelez international,Q12857502,https://www.wikidata.org/wiki/Q12857502,India,22,FALSE
davidoff,imperial brands,Q1471161,https://www.wikidata.org/wiki/Q1471161,"Slovenia, Ukraine, Slovenia, Ukraine, Switzerland, Ukraine, Cyprus, India, Ukraine, Germany",22,FALSE
dove shampoo,unilever,Q157062,https://www.wikidata.org/wiki/Q157062,Bangladesh,22,FALSE
nescafe latte,nestlé,Q160746,https://www.wikidata.org/wiki/Q160746,Maldives,22,FALSE
ferrero,"ferrero international s.a., ferrero spa",Q269792,https://www.wikidata.org/wiki/Q269792,"Italy, Brazil, Vietnam, Switzerland, Germany, India, France, France",22,FALSE
kinder joy,"ferrero spa, ferrerro",Q269792,https://www.wikidata.org/wiki/Q269792,"Greece, Turkey, Bangladesh, Ukraine, Egypt, Indonesia, Indonesia, Germany",22,FALSE
activia,danone,Q329426,https://www.wikidata.org/wiki/Q329426,"Cyprus, Morocco, Czech Republic, Ukraine, Mexico, Ukraine, Portugal, Germany, United States of America, Morocco, Ukraine, Brazil",22,FALSE
cocal cola,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,Greece,22,FALSE
label film,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,Philippines,22,FALSE
premier,"other brand, pepsico, premier",Q334800,https://www.wikidata.org/wiki/Q334800,"United Kingdom of Great Britain & Northern Ireland, Latvia, Philippines, Latvia, India, Philippines, Philippines, Philippines, India",22,FALSE
denner,"denner, federation of migros cooperatives",Q379911Q680727,https://www.wikidata.org/wiki/Q379911Q680727,"Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland",22,FALSE
jackpot,"altria, jackpot, pmftc",Q445007,https://www.wikidata.org/wiki/Q445007,"United States of America, United States of America, United States of America, United States of America, Philippines, Philippines, Philippines, Philippines",22,FALSE
tooth brush,"colgate-palmolive company, unidenfified brands",Q609466,https://www.wikidata.org/wiki/Q609466,"Philippines, Indonesia, Indonesia, India, Kenya",22,FALSE
galaxy,"mars, incorporated",Q695087,https://www.wikidata.org/wiki/Q695087,"Philippines, Kuwait, United Kingdom of Great Britain & Northern Ireland, Bangladesh, Germany",22,FALSE
juicy fruit,"mars, incorporated",Q695087,https://www.wikidata.org/wiki/Q695087,"Mexico, Kenya, Kenya, Kenya",22,FALSE
milbona,schwarz gruppe,Q712034,https://www.wikidata.org/wiki/Q712034,"Portugal, Morocco, Slovenia, Slovenia, Denmark, Portugal, United Kingdom of Great Britain & Northern Ireland, Denmark, Germany, Germany, Germany, Germany, Germany, Denmark",22,FALSE
solevita,schwarz gruppe,Q712034,https://www.wikidata.org/wiki/Q712034,"Austria, Slovenia, Denmark, Switzerland, Switzerland, Germany, Germany, France, Cyprus, Latvia",22,FALSE
fresh yo,"blue boat, caraway africa nigeria limited, temasek holdings",Q762479,https://www.wikidata.org/wiki/Q762479,"Nigeria, Nigeria, Nigeria, Nigeria, Nigeria, Nigeria",22,FALSE
tatos,yupi,Q8061424,https://www.wikidata.org/wiki/Q8061424,Ecuador,22,FALSE
æ™¯ç”°/ganten,ganten,Q85762682,https://www.wikidata.org/wiki/Q85762682,"China, China, China, China, China, China, China, China",22,FALSE
acqua leggera,monticchio gaudianello s.p.a. (gruppo norda),,,Italy,22,FALSE
aroma water,aroma water,,,Turkey,22,FALSE
assas milk,asas milk,,,Tanzania,22,FALSE
butter toast,butter toast,,,Kenya,22,FALSE
cesu alus,cēsu alus,,,Latvia,22,FALSE
cola powder,cola powder,,,Nigeria,22,FALSE
colombia,colombia,,,"Philippines, Philippines",22,FALSE
doffi washing powder,keds tz co. ltd,,,Tanzania,22,FALSE
fansi,"other brand, tantirta andalan niaga",,,"Indonesia, Indonesia",22,FALSE
first choice,woodlands diary co ltd,,,Tanzania,22,FALSE
grand ma;t,grand ma;t,,,Nigeria,22,FALSE
grountnut cookies,niger biscuits co.,,,Nigeria,22,FALSE
janai,janai,,,India,22,FALSE
jbc corp.,jbc corp.,,,Philippines,22,FALSE
jbc food,jbc food,,,"Philippines, Philippines",22,FALSE
kamp cream crackers,nennbco,,,Nigeria,22,FALSE
limo,"l'vіvs'kij holodokombіnat, lvivskyi kholodokombinat, pat lʹvivsʹkyy kholodokombinat tm limo",,,"Ukraine, Ukraine, Ukraine, Ukraine",22,FALSE
mo extra energy,"metl group, metl group",,,"Tanzania, Tanzania",22,FALSE
nylon,nylon,,,"Indonesia, Nigeria, Nigeria, Nigeria, Nigeria",22,FALSE
pa'fritas,carlisnacks,,,Ecuador,22,FALSE
ponpon,pon pon,,,Tanzania,22,FALSE
sardine,sardine,,,Cameroon,22,FALSE
sparkletts,"cott corporation, sparkletts, sparkletts",,,"United States of America, Mexico, Mexico, United States of America, United States of America, United States of America",22,FALSE
tradicіjne pivo,zeman,,,Ukraine,22,FALSE
tusnad water,apemin tusnad (romania),,,Hungary,22,FALSE
you c 1000,"djojonegoro c-1000, pt djojonegoro c-1000, you c 1000",,,"Indonesia, Indonesia, Indonesia",22,FALSE
hungry jacks,competitive foods australia,Q5156343,https://www.wikidata.org/wiki/Q5156343,"Australia, Australia, Australia, Australia, Australia, Australia, Australia",21,TRUE
(no input),unbranded,,,"Philippines, Philippines",21,TRUE
rio-  wings food,wings,Q12524596,https://www.wikidata.org/wiki/Q12524596,Australia,21,TRUE
coffee-2-go,"bäko, gillen, inkospor, mcdonald’s, schwarz gruppe, veneza eiscafé illingen",Q1018804Q38076Q712034,https://www.wikidata.org/wiki/Q1018804Q38076Q712034,"Germany, Germany, Germany, Germany, Germany, Germany",21,FALSE
riclan,riclan,Q10361320,https://www.wikidata.org/wiki/Q10361320,"Brazil, Brazil, Brazil, Brazil, Brazil",21,FALSE
leyde,"lacthosa co. (empresa leyde), leyde",Q105964192,https://www.wikidata.org/wiki/Q105964192,"Honduras, Honduras, Honduras, Honduras, Honduras, Honduras, Honduras",21,FALSE
loyal,loyal,Q108061031,https://www.wikidata.org/wiki/Q108061031,"Nigeria, Nigeria",21,FALSE
arsenal,"carlsberg group, slavutych, carlsberg group",Q113215,https://www.wikidata.org/wiki/Q113215,"Ukraine, Ukraine, Ukraine",21,FALSE
abc kopi,"abc, abc kopi, santos jaya abadi",Q12512104,https://www.wikidata.org/wiki/Q12512104,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",21,FALSE
rapika,wings,Q12524596,https://www.wikidata.org/wiki/Q12524596,Indonesia,21,FALSE
fortune buto,bidco,Q13122626,https://www.wikidata.org/wiki/Q13122626,Uganda,21,FALSE
optimum gold,vinamilk,Q1519175,https://www.wikidata.org/wiki/Q1519175,Vietnam,21,FALSE
è¾¾åˆ©å›­/dali foods,fujian dali group,Q15848248,https://www.wikidata.org/wiki/Q15848248,"China, China, China, China, China, China, China, China, China, China, China",21,FALSE
pran candy,pran-rfl group,Q16743607,https://www.wikidata.org/wiki/Q16743607,Bangladesh,21,FALSE
nissin stick,nissin foods holdings,Q18341667,https://www.wikidata.org/wiki/Q18341667,"Philippines, Indonesia",21,FALSE
proctor and gamble,procter & gamble,Q212405,https://www.wikidata.org/wiki/Q212405,"Philippines, Philippines, Philippines, Philippines, Philippines, Philippines, Philippines, Philippines, Philippines, Philippines, Philippines, Philippines",21,FALSE
white rabbit,"guan sheng yuan (group) co., ltd., white rabbit",Q21660987,https://www.wikidata.org/wiki/Q21660987,"Philippines, Philippines, Philippines, Philippines, Philippines, Philippines",21,FALSE
estathã©,ferrero spa,Q269792,https://www.wikidata.org/wiki/Q269792,"Italy, Italy, Italy",21,FALSE
villa del sur,"danone, villa del sur",Q329426,https://www.wikidata.org/wiki/Q329426,"Argentina, Argentina, Argentina, Argentina, Argentina, Argentina",21,FALSE
body armor,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",21,FALSE
fuse tea,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,"Cyprus, Latvia, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland",21,FALSE
rema 1000,reitan as,Q3357065,https://www.wikidata.org/wiki/Q3357065,"Denmark, Denmark, Denmark, Denmark, Denmark, Denmark, Denmark, Denmark, Denmark, Denmark, Denmark, Denmark, Denmark, Denmark, Denmark",21,FALSE
jersey,"godrej group, lth food, pasteurizadora jersey del noroeste",Q3764225,https://www.wikidata.org/wiki/Q3764225,"Mexico, Mexico, Philippines, India, India, India, India",21,FALSE
bitez,norda,Q3878374,https://www.wikidata.org/wiki/Q3878374,Kenya,21,FALSE
hello,jg summit holdings,Q6108205,https://www.wikidata.org/wiki/Q6108205,"Philippines, Philippines, Philippines, Montenegro, Philippines, Philippines, Philippines, Philippines",21,FALSE
j&j wafrets,jg summit holdings,Q6108205,https://www.wikidata.org/wiki/Q6108205,Philippines,21,FALSE
rasta malt,twellium industrial company,Q61883237,https://www.wikidata.org/wiki/Q61883237,Ghana,21,FALSE
kinh do,kinh do corporation,Q6413825,https://www.wikidata.org/wiki/Q6413825,"Vietnam, Vietnam, Vietnam, Vietnam, Vietnam, Vietnam, Vietnam, Vietnam, Vietnam, Vietnam, Vietnam, Vietnam",21,FALSE
water com,watercom,Q67808808,https://www.wikidata.org/wiki/Q67808808,Tanzania,21,FALSE
wrigley,"mars, incorporated",Q695087,https://www.wikidata.org/wiki/Q695087,"Hong Kong, United States of America, Germany, India, United States of America",21,FALSE
parle krack jack,parle agro,Q7138871,https://www.wikidata.org/wiki/Q7138871,India,21,FALSE
quiktrip,quiktrip,Q7271953,https://www.wikidata.org/wiki/Q7271953,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",21,FALSE
mak 2t,"bharat petroleum, bharat petroleum",Q854826,https://www.wikidata.org/wiki/Q854826,"India, India",21,FALSE
ginebra san miguel inc.,san miguel corporation,Q934489,https://www.wikidata.org/wiki/Q934489,Philippines,21,FALSE
reynolds,reynolds american,Q947718,https://www.wikidata.org/wiki/Q947718,"India, India, India",21,FALSE
5alive,5alive,,,Nigeria,21,FALSE
9 de oro,"9 de oro, molino cañuelas",,,"Argentina, Argentina, Argentina",21,FALSE
agua cristalina,agua cristalina,,,"Colombia, Colombia",21,FALSE
apps,apps,,,Ukraine,21,FALSE
bambino,bambino agro industries,,,India,21,FALSE
bugles,bugles,,,Tunisia,21,FALSE
canadian,"allyen industries ltd, allyen industries ltd",,,"Tanzania, Tanzania",21,FALSE
chips snack,chips snack,,,Tanzania,21,FALSE
cowbell milk,cowbell milk,,,Nigeria,21,FALSE
dewberry,"dewberry, urc thailand",,,"Philippines, Thailand, Philippines, Thailand",21,FALSE
dnyaneshwar,dnyaneshwar milk,,,India,21,FALSE
dori alimentos as,dori alimentos s/a,,,"Brazil, Brazil, Brazil",21,FALSE
drink straw,drink straw,,,Switzerland,21,FALSE
ecossential food corp.,ecossential food corp,,,"Philippines, Philippines",21,FALSE
fibi,"fibi, rapido food ventures",,,"Nigeria, Nigeria",21,FALSE
flash express,"flash express, flash express",,,"Thailand, Thailand, Thailand, Philippines",21,FALSE
gau do,"asia food company, gau do",,,"Vietnam, Vietnam, Vietnam",21,FALSE
genie,genie,,,Togo,21,FALSE
gerry salut,tudung group,,,"Indonesia, Indonesia",21,FALSE
ginny milk greamer,ginny milk greamer,,,Burkina Faso,21,FALSE
gofarm,gofarm,,,India,21,FALSE
granini,"eckes-granini group gmbh, granini",,,"Switzerland, Switzerland, Switzerland, Switzerland, Germany, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland",21,FALSE
guniess,guniess ghana ltd,,,Ghana,21,FALSE
hanson,east african spirit,,,Tanzania,21,FALSE
java prima abadi,java prima abadi,,,Indonesia,21,FALSE
juicy lemon,"arc, arc refreshments corporation",,,"Philippines, Philippines, Philippines, Philippines",21,FALSE
k- vant,"k vant, mega beverages limited",,,"Tanzania, Tanzania",21,FALSE
kasuku,"kasuku, kasuku, tanzania pasta industries",,,"Tanzania, Tanzania, Tanzania, Tanzania",21,FALSE
kml classic,kisan mouldings limited ( kml),,,India,21,FALSE
marks,marks,,,Nigeria,21,FALSE
menta glacial,la universal,,,"Ecuador, Ecuador",21,FALSE
nestle nido,nestle nido,,,Burkina Faso,21,FALSE
orang tua,"orang tua, orang tua",,,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",21,FALSE
paseo,"asia pulp & paper group, paseo, paseo, pindo deli, the univenus, univenus",,,"Indonesia, Indonesia, Australia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",21,FALSE
peewee,nutritive snack food corporation,,,"Philippines, Philippines, Philippines, Philippines, Philippines, Philippines",21,FALSE
pie susu bahagia,pie susu bahagia,,,"Indonesia, Indonesia",21,FALSE
santa helena,santa helena,,,"Brazil, Brazil, Brazil, Brazil",21,FALSE
sidi harazem/ain sais,sotherma,,,Morocco,21,FALSE
sin marca,sin marca,,,Spain,21,FALSE
sodicam,sodicam,,,"Cameroon, Cameroon",21,FALSE
vanille,vanille,,,Burkina Faso,21,FALSE
yale's lite cracker,yale food nigeria limited,,,Nigeria,21,FALSE
yolys,yolys,,,"Colombia, Colombia, Colombia",21,FALSE
monster,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,"Canada, United States of America, Hong Kong, Korea, Australia, Portugal, Portugal, Germany, United States of America, India, Argentina, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",20,TRUE
delmonte,"del monte foods, unilever",Q1183805Q157062,https://www.wikidata.org/wiki/Q1183805Q157062,"Kenya, Kenya",20,FALSE
pilus,"dua kelinci, garudafood putra putri jaya, tudung group",Q12482004Q96100268,https://www.wikidata.org/wiki/Q12482004Q96100268,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",20,FALSE
tora bika,"mayora indah, torabika",Q12497654,https://www.wikidata.org/wiki/Q12497654,"Indonesia, Indonesia",20,FALSE
pur aqua,aldi,Q125054,https://www.wikidata.org/wiki/Q125054,"United States of America, United States of America, Hong Kong, Hong Kong, United States of America, United States of America, United States of America, United States of America",20,FALSE
paddle pop,unilever,Q157062,https://www.wikidata.org/wiki/Q157062,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",20,FALSE
sariwangi,"sariwangi agriculture estate agency, unilever",Q157062,https://www.wikidata.org/wiki/Q157062,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",20,FALSE
speedway,marathon oil,Q1577587,https://www.wikidata.org/wiki/Q1577587,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",20,FALSE
carnation,nestlé,Q160746,https://www.wikidata.org/wiki/Q160746,"United States of America, Thailand, Thailand, United States of America, Thailand, Thailand, Thailand, Thailand, Thailand, Thailand, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",20,FALSE
chic-choc,ok food industry,Q17227901,https://www.wikidata.org/wiki/Q17227901,"Nigeria, Nigeria",20,FALSE
richeese nabati,"kaldu sari nabati, richeese nabati",Q19727082,https://www.wikidata.org/wiki/Q19727082,"Indonesia, Indonesia, Indonesia, Indonesia",20,FALSE
cheese rings,regent,Q19882879,https://www.wikidata.org/wiki/Q19882879,"Philippines, Philippines, Philippines, Philippines",20,FALSE
ramseier,"fenaco gruppe, ramseier suisse, ramseier suisse ag, ramseier suisse ag",Q2130383,https://www.wikidata.org/wiki/Q2130383,"Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland",20,FALSE
estrella,"berkshire hathaway, estrela, s.a. damm",Q217583Q5401788Q3012930,https://www.wikidata.org/wiki/Q217583Q5401788Q3012930,"Russian Federation, Portugal, Latvia, Spain, Ukraine, Lithuania, United Kingdom of Great Britain & Northern Ireland, Latvia, Lithuania, Latvia",20,FALSE
subway,subway,Q244457,https://www.wikidata.org/wiki/Q244457,"Canada, United States of America, United States of America, United States of America, United States of America, Austria, United States of America, Brazil, Switzerland, Switzerland, United States of America, United States of America, Germany, United States of America, United States of America, United States of America, United States of America, United States of America",20,FALSE
rim zim,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,India,20,FALSE
to-go-cup acs cinemas,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,Germany,20,FALSE
mazda,mazda,Q35996,https://www.wikidata.org/wiki/Q35996,"Burkina Faso, Burkina Faso",20,FALSE
arcor,"arcor group, grupo arcor",Q380022,https://www.wikidata.org/wiki/Q380022,"Argentina, Argentina, Argentina, Argentina, Argentina, Argentina, United States of America, Brazil, Brazil, Argentina, Argentina, Argentina, Brazil, Brazil",20,FALSE
noel,"grupo arcor, noel",Q380022,https://www.wikidata.org/wiki/Q380022,"Argentina, Colombia, Colombia, Colombia, Argentina",20,FALSE
