brand_name,parent_company_name,id,validated,brand_total_count,brand_frequency
crisper green curls,crisper green curls,crisper green curls,false,2,1
crispers,christie,christie,false,1,1
crispy bits,aldi,q125054,false,1,1
crispy breading,crispy breading,crispy breading,false,3,1
crispy chips,unbranded,unbranded,true,5,1
crispy crackers,aneka indomakmur,aneka indomakmur,false,1,1
crispy crusties,unbranded,unbranded,true,5,1
crispy fried chicken,crispy fried chicken,crispy fried chicken,false,1,1
crispy fry,ajinomoto,q412826,false,50,9
crispy joy,crispy joy,crispy joy,false,2,2
crispy joy breeding mix,crispy joy breeding mix,crispy joy breeding mix,false,1,1
crispy kervels,kettle foods holdings inc.,kettle foods holdings inc.,false,1,1
crispy nuts,crispy nuts,crispy nuts,false,34,1
crispy patata,oishi (company),q16043435,true,246,13
crispy patatas,oishi,oishi,false,2,1
crispy snack criscito,sari murni pratama,sari murni pratama,false,2,1
crispy tilapia,crispy tilapia,crispy tilapia,false,6,3
crispy tomato,unbranded,unbranded,true,4,1
crispy treat,norma's bakery ltd.,norma's bakery ltd.,false,1,1
crispynets,ifp corporation,ifp corporation,false,1,1
criss cross,criss cross,q5186084,false,7,4
crisscross,republic biscuit corporation,q7314390,false,4,3
crisstar,crisstar,crisstar,false,1,1
cristal,the coca-cola company,q3295867,false,71,13
cristal fort,unbranded,unbranded,true,1,1
cristal ice,crystal ice,crystal ice,false,3,1
cristal água,cristal água,cristal água,false,2,1
cristalcopo,"cristalcopo, cristalcopo","cristalcopo, cristalcopo",false,90,3
cristalina,"cristalina, cristalina","cristalina, cristalina",false,6,3
cristaline,alma group,q3117316,true,186,15
cristalini,cristalini,cristalini,false,4,2
cristalline,cristalline,cristalline,false,52,2
cristallo,cristallo,cristallo,false,1,1
cristalp,cristalp,cristalp,false,2,2
crocante,amendupã,amendupã,false,1,1
crocantíssimo,bimbo of brazil ltda,bimbo of brazil ltda,false,1,1
crocin,glaxosmithkline,glaxosmithkline,false,1,1
croco,croco,croco,false,1,1
crocodile,crocodile,q30922772,false,1,1
crocs,"crocs, inc.",q926699,false,16,8
crofters food,crofters food,crofters food,false,1,1
croissant,"7days, fine life, pinotuäna","7days, fine life, pinotuäna",false,9,3
croissant bauli,bauli,bauli,false,1,1
croissant bauli 5 cereali,bauli,bauli,false,1,1
croissant midi,gruppo casalini,gruppo casalini,false,1,1
crokíssimo,santa helena,santa helena,false,2,1
crompton,crompton greaves,crompton greaves,false,1,1
cronos,cronos,cronos,false,4,1
cronquis,cronquis,cronquis,false,1,1
crosini,jg summit holdings,q6108205,false,3,1
crosini rolls,suncrest foods inc.,suncrest foods inc.,false,1,1
cross san cralo,cross san cralo,cross san cralo,false,1,1
crossini,"crossini, crossini","crossini, crossini",false,5,2
crosstown liquor store,crosstown liquor store,crosstown liquor store,false,1,1
crous,crous bfc,crous bfc,false,10,1
crown,"crown, crown","crown, crown",false,5,3
crown baker,crown baker,crown baker,false,8,1
crown bakery,crown baker,crown baker,false,2,2
crown mints,crown mints,crown mints,false,1,1
crown odong,crown,crown,false,3,1
crown prince,crown prince,crown prince,false,1,1
crown royal,diageo,q161140,false,4,2
crown royal and smirnoff,diageo,q161140,false,5,1
crownfield,schwarz gruppe,q712034,false,4,4
crowns choice,the crowns choice,the crowns choice,false,2,1
crujitos,pepsico,q334800,false,2,2
crumb 'n roll,crumb 'n roll,crumb 'n roll,false,1,1
crunch,nestlé,q160746,false,21,15
crunch bar,nestle,nestle,false,2,2
crunchie,mondelez international,q12857502,false,2,2
crunchie bar wrapper,nestle,nestle,false,1,1
crunchie cadbury,crunchie cadbury,crunchie cadbury,false,2,1
crunchips,the lorenz bahlsen snack-world gmbh & co kg germany,the lorenz bahlsen snack-world gmbh & co kg germany,false,2,1
crunchy,pepsico,q334800,false,1,1
crunchy bites,kishlay foods pvt.ltd,kishlay foods pvt.ltd,false,1,1
crunchy choco flakes,crunchy choco flakes,crunchy choco flakes,false,2,1
crunchy munchy,unbranded,unbranded,true,4,1
crunchy potato,garuda,garuda,false,1,1
crunchy protein bar,naturally pam,naturally pam,false,1,1
crush,jab holding company,q1691896,false,6,5
crush camel,mondelez international,q12857502,false,3,1
crush cigarette,rj reynolds,rj reynolds,false,1,1
"crush, snapple, canada dry",jab holding company,q1691896,false,3,1
crushers,yum! brands,q668737,false,34,1
crusti croc,schwarz gruppe,q712034,false,2,2
cruzares,unbranded,unbranded,true,1,1
cruzeiro,cruzeiro,cruzeiro,false,1,1
cry baby,cry baby,cry baby,false,1,1
crysal ice bag,"crysal ice bag, crysal ice bag","crysal ice bag, crysal ice bag",false,4,2
crystal,the coca-cola company,q3295867,true,973,108
crystal bottled water,gg roxane,gg roxane,false,1,1
crystal ceysez,cg roxane,cg roxane,false,1,1
crystal clear,crystal clear,q5191165,false,1,1
crystal county savings bank,crystal county savings bank,crystal county savings bank,false,1,1
crystal creamery,"crystal creamery, crystal creamery","crystal creamery, crystal creamery",false,1,1
crystal falls,crystal falls springs inc.,crystal falls springs inc.,false,4,2
crystal geyser,otsuka holdings,q5216177,true,195,44
crystal geysr,crystal geysr,crystal geysr,false,4,1
crystal glacier,ds services of america inc,ds services of america inc,false,4,2
crystal guiser,crystal guiser,crystal guiser,false,1,1
crystal h2o,save a lot,save a lot,false,1,1
crystal ice,crystal ice,crystal ice,false,2,2
crystal light,crystal light co.,crystal light co.,false,1,1
crystal peak,community co,community co,false,1,1
crystal peak  community co,crystal peak  community co,crystal peak  community co,false,1,1
crystal rock,primo water,q2071102,false,1,1
crystal sem gás,crystal sem gás,crystal sem gás,false,1,1
crystal springs,crystal springs water company,crystal springs water company,false,3,2
crystal water,crystal water,crystal water,false,29,2
crystal zest,unbranded,unbranded,true,1,1
crystale,unbranded,unbranded,true,3,1
crystalin,orang tua,orang tua,false,3,3
crystaline,crystaline,crystaline,false,4,1
crystalline,orang tua,orang tua,false,9,9
crystallyne,orang tua,orang tua,false,2,1
crystle,crystle,crystle,attempted,156,1
crytal,"sermsuk co.,ltd.","sermsuk co.,ltd.",false,11,1
crã©mo,michoc,michoc,false,8,2
crã©mo cone,michoc,michoc,false,3,1
csas,csas,csas,false,1,1
csh,cheng sim huat bakery & confectionery sdn bhd,cheng sim huat bakery & confectionery sdn bhd,false,1,1
csi,unbranded,unbranded,false,9,1
csr,csr,csr,false,5,2
csumb parking services,csumb parking services,csumb parking services,false,1,1
cti industries,cti industries,cti industries,false,2,1
cu,bgf retail,bgf retail,false,1,1
cu-bas intl nig ltd,cu-bas international nigeria limited,cu-bas international nigeria limited,false,99,2
cub enterprises,cub enterprises,cub enterprises,false,1,1
cuba,sentral multi rasa utama,sentral multi rasa utama,false,1,1
cubasa,cubasa,cubasa,false,1,1
cube wafer biscuit,nissin foods holdings,q18341667,false,1,1
cubicub,gaona,gaona,false,1,1
cuca,"cuca, cuca, john bevarage ltd, john bevarage ltd","cuca, cuca, john bevarage ltd, john bevarage ltd",false,67,4
cucciolone algida,unilever,q157062,false,1,1
cucu,internusa food,internusa food,false,4,1
cucu pop,internusa food,internusa food,false,2,2
cudberry,mondelez international,q12857502,false,1,1
cueritos,aki,aki,false,1,1
cuetara,q5795169,q5795169,false,3,3
cuettie baby diapers,cuettie baby diapers,cuettie baby diapers,false,8,1
cufito,sayona food products ltd,sayona food products ltd,false,1,1
cuher inseet repellent,spectrum,spectrum,false,1,1
cuka buatan cap ayam,cuka buatan cap ayam,cuka buatan cap ayam,false,2,1
culcigan,culcigan,culcigan,false,1,1
culfi,lovelo,lovelo,false,19,1
culinary secrets,culinary secrets,culinary secrets,false,1,1
cully & sully,schwarz gruppe,q712034,false,1,1
culver's,culver's,culver's,false,1,1
culvers,culver's,q1143589,false,1,1
cumberland farm,cumberland farms,q1143685,false,1,1
cumberland farms,cumberland farms,q1143685,false,27,7
cumberlin farms,cumberlin farms,cumberlin farms,false,5,3
cumbre nevada,cumbre nevada,cumbre nevada,false,3,3
cundinamarca,unbranded,unbranded,false,1,1
cunnington,"cunnington, prodea, prodea","cunnington, prodea, prodea",false,4,2
cuore la montevideana,monthelado s.a.,monthelado s.a.,false,1,1
cup,mcdonald’s,q38076,false,276,5
cup - cup,siantar jaya,siantar jaya,false,3,1
cup cake,bobo,bobo,false,16,1
cup club,cup club,cup club,false,1,1
cup cup,"cru, cru snack","cru, cru snack",false,2,2
cup cup ngetop,siantar jaya indonesia,siantar jaya indonesia,false,7,2
cup ice,cup ice,cup ice,false,35,1
cup juara,mazini ismail,mazini ismail,false,1,1
cup keyk,cup keyk,cup keyk,false,5,1
cup noddles,unbranded,unbranded,true,1,1
cup noodle,cup noodle,cup noodle,false,8,5
cup noodles,nissin foods holdings,q18341667,false,55,8
cup noodles sea food,unbranded,unbranded,true,2,1
cup of noodles,nissin foods holdings,q18341667,false,5,4
cup of tea,cup of tea,cup of tea,false,1,1
cup-cup,siantar top,q12514216,false,43,12
cup-cup wow,siantar top,siantar top,false,1,1
"cup-cup, wow","cup-cup, wow","cup-cup, wow",false,2,1
cupa cups,perfetti van melle,perfetti van melle,false,1,1
cupcake wrapper,unbranded,unbranded,true,1,1
cupcakes,bk e,bk e,false,1,1
cupkeyk,suncrest foods inc.,suncrest foods inc.,false,14,1
cupp keyk,suncrest foods inc.,suncrest foods inc.,false,6,1
cups,cups,cups,false,1166,8
cups keyk,republic biscuit corporation,q7314390,false,6,2
cura prox,cura prox,cura prox,false,1,1
curaprox,curaden ag,curaden ag,false,1,1
curly tops,ricoa chocolates,ricoa chocolates,false,7,3
curly wurly,mondelez international,q12857502,false,1,1
current noodles,current noodles,current noodles,false,1,1
curry powder,curry powder,curry powder,false,16,1
currymia,total foods,total foods,false,1,1
curturad mild drink,curturad mild drink,curturad mild drink,false,1,1
cusenier,cusenier,cusenier,false,2,1
cusson kids,unilever,q157062,false,2,2
cussons,cussons indonesia,cussons indonesia,false,42,3
cussons babby hair lotion,pz cussons indonesia,pz cussons indonesia,false,1,1
cussons baby,"cussons, cussons baby, kmp","cussons, cussons baby, kmp",false,8,4
cussons baby powder,pz cussons,q7121247,false,2,2
cussons imperial leather,cussons imperial leather,cussons imperial leather,false,5,1
cussun,pz,pz,false,15,1
custard,euro,euro,false,2,1
custard sweet red bean bread,spc group,spc group,false,1,1
custas,orion,orion,false,27,1
cute press,ssup group,ssup group,false,2,2
cuticura,chalayil group,chalayil group,false,1,1
cutie,boom drinking water,boom drinking water,false,6,3
cuties,cuties,cuties,false,1,1
cutleries,unbranded,unbranded,true,10,1
cutlery,unbranded,unbranded,true,3,1
cutter,cutter,cutter,false,1,1
cutters choice,cutters choice,cutters choice,false,2,2
cuttlery,cuttlery,cuttlery,false,3,1
cuu long plastic,cuu long plastic,cuu long plastic,false,8,2
cuvenpinar,cuvenpinar,cuvenpinar,false,2,1
cvs,cvs health,q624375,false,25,13
cvs pharmacy,cvs pharmacy,cvs pharmacy,false,1,1
cvs receipt,cvs health,q624375,false,11,1
cway,cway group,https://cwaygroup.com/about-us/,true,792,16
cway table water,cway group,cway group,false,66,1
cway water,cway water,cway water,false,2,1
cybil's cookies,church's holding corporation,church's holding corporation,false,1,1
cycle brand,cycle brand,cycle brand,false,3,1
cyclon,cyclon,cyclon,false,2,1
cyclones wonderberry with dank 7 top,rolling supreme,rolling supreme,false,1,1
cyoy tonic engine oil,cyoy tonic engine oil,cyoy tonic engine oil,false,1,1
cypria nature,grigoris and chrystalla stayroy limited,grigoris and chrystalla stayroy limited,false,3,1
cá»‘m bim kids,bimi pharma,bimi pharma,false,1,1
cá»‘m bimkid,bimpharma,bimpharma,false,2,1
cã¡i lã¢n,cã¡i lã¢n,cã¡i lã¢n,false,11,1
cã´ gã¡i hã  lan,dutch lady,dutch lady,false,13,1
cífrut,grupo aje,grupo aje,false,19,1
côte d'or,mondelez international,q12857502,false,2,2
cēsu 14%,cēsu 14%,cēsu 14%,false,2,1
cēsu alus,cēsu alus,q4036833,false,16,4
cồn 90o,cồn 90o,cồn 90o,false,6,1
d cash,modern cass international cosmetics,modern cass international cosmetics,false,1,1
d fresh,"d fresh food and beverage co.,ltd","d fresh food and beverage co.,ltd",false,3,3
d fresh,unbranded,unbranded,false,7,1
d mart,d mart,d mart,false,5,2
d&g bait co (syro cup),d&g bait co,d&g bait co,false,1,1
d&j,d&j,d&j,false,158,2
d' patata,d' patata,d' patata,false,3,1
d'addario,d'addario,q1272840,false,1,1
d'ajuda,alimentos wilson,alimentos wilson,false,4,2
d'fiesta,danica,danica,false,3,1
d'fonte rsa,d'fonte rsa,d'fonte rsa,false,36,2
d-fresh,d-fresh food and bevarage,d-fresh food and bevarage,false,3,3
d-gourmet,dollarama inc.,dollarama inc.,false,3,1
d-klog,pidilite industries,q7191297,false,1,1
d-nee,"neo corporate co.,ltd.","neo corporate co.,ltd.",false,5,5
d-plus,day plus (thailand),day plus (thailand),false,1,1
d.a p&t,d.a p&t,d.a p&t,false,2,2
d.r.drink,d.r.drink,d.r.drink,false,3,3
d2,d2,d2,false,1,1
d2x coffee mangosteen,unbranded,unbranded,true,3,1
da colonia,dacolônia alimentos naturais,dacolônia alimentos naturais,false,2,1
da fa,da fa,da fa,false,3,2
da guarda,da guarda,da guarda,false,3,3
da guarda água mineral,da guarda água mineral,da guarda água mineral,false,2,2
da he soy milk,da he soy milk,da he soy milk,false,4,1
da huong (female hygiene solution),da huong (female hygiene solution),da huong (female hygiene solution),false,2,1
da li,da li,da li,false,3,1
da li yuan,da li yuan,da li yuan,false,7,5
da magrinha,da magrinha,da magrinha,false,1,1
da mata,água mineral da mata,água mineral da mata,false,2,2
da montanha,"da montanha, grupo pakera","da montanha, grupo pakera",false,85,3
da terra,da terra,da terra,false,1,1
da yang chang,da yang chang,da yang chang,false,1,1
dabao,beijing dabao cosmetics co. ltd,beijing dabao cosmetics co. ltd,false,4,1
dabour vatika shampoo,aci,aci,false,11,1
dabur,dabur,q2723075,false,15,10
dabur herbal,dabur international ltd,dabur international ltd,false,1,1
dabur meswak toothpaste,balsara hygiene,balsara hygiene,false,9,1
daclor,total química,total química,false,21,3
dacsa antlantic s.a.,dacsa antlantic s.a.,dacsa antlantic s.a.,false,1,1
dad's,mondelez international,q12857502,false,2,2
dad's pies,garfield weston foundation,q5523127,true,2,1
dada,rg brands kazakhstan,rg brands kazakhstan,false,1,1
daddies dry gin,jacobs wines,jacobs wines,false,1,1
dadu,"dadu, vikeda","dadu, vikeda",false,16,2
dafani,"dafani, dafani","dafani, dafani",false,35,2
daflora,água mineral natural daflora,água mineral natural daflora,false,12,3
dafusheng carbendazim,shanxi fengke agricultural science and technology co. ltd,shanxi fengke agricultural science and technology co. ltd,false,6,1
dagatti,dagatti,dagatti,false,1,1
dahfa,dahfa foods manufacturing sdn bhd,dahfa foods manufacturing sdn bhd,false,1,1
dai hai duong company,dai hai duong company,dai hai duong company,false,2,1
dai hung gia company,dai hung gia company,dai hung gia company,false,1,1
dai thuan company,dai thuan company,dai thuan company,false,2,1
daia,wings,q12524596,true,320,60
daia bunga        wings  co,daia bunga        wings  co,daia bunga        wings  co,false,1,1
daia detergen,daia detergen,daia detergen,false,4,1
daia fabric softener,daia corp,daia corp,false,1,1
daia lemon,daia lemon,daia lemon,false,3,1
daia putih,daia putih,daia putih,false,7,1
daidoff,daidoff,daidoff,false,1,1
daikyo,daikyo corporation,daikyo corporation,false,2,2
dailee,local kerala or india brand,local kerala or india brand,false,1,1
dailee,unbranded,unbranded,false,33,6
dailies,unbranded,unbranded,true,1,1
daily advertiser,gannett,q1345971,false,4,1
daily bread,daily bread,q109910218,false,1,1
daily deli,wins food,wins food,false,1,1
daily juice co,daily juice co,daily juice co,false,10,1
daily water,daily water company ltd,daily water company ltd,false,1,1
daily's cocktail,harvest hill beverage company,harvest hill beverage company,false,1,1
dailynuts,dailynuts,dailynuts,false,1,1
dailys,dailys,dailys,false,2,1
dailyyuan,dailyyuan,dailyyuan,false,1,1
daim,mondelez international,q12857502,false,25,18
daim mondelez,daim mondelez,daim mondelez,false,1,1
daima,jaipuria group,https://www.foodbusinessafrica.com/brookside-buys-sameer-s-uganda-dairy-operations-3/,true,149,4
daimond,daimond cake,daimond cake,false,7,1
daimond puff,unbranded,unbranded,true,4,1
daina,daina,daina,false,3,1
daipers,daipers,daipers,false,3,1
dairy best milkbar,davao dairy best,davao dairy best,false,9,1
dairy cake,fu-wang,fu-wang,false,9,1
dairy day,"dairy day, dairy day, diary classic ice cream pvt.ltd","dairy day, dairy day, diary classic ice cream pvt.ltd",false,7,4
dairy farmer,dairy farmer,dairy farmer,false,1,1
dairy farmers,dairy farmers,q5209563,false,8,4
dairy fine,dairy fine,dairy fine,false,2,2
dairy land ice cream,glacier products,glacier products,false,9,1
dairy milk,mondelez international,q12857502,true,1014,15
dairy milk chocolate,himaloy food products,himaloy food products,false,17,1
dairy pak bottle top,dairy pak,dairy pak,false,2,1
dairy plus co. ltd,dairy plus co. ltd,dairy plus co. ltd,false,2,2
dairy queen,berkshire hathaway,q217583,false,7,4
dairy queen icecream lid,dairy queen,dairy queen,false,1,1
dairy queen spoons,dairy queen,dairy queen,false,3,1
dairy splash,pearl foods,pearl foods,false,9,1
dairyland,suputo,suputo,false,1,1
dairylea,berkshire hathaway,q217583,false,3,3
dairylea dunkers,mondelez international,mondelez international,false,1,1
dairylea lunchable,mondelez international,mondelez international,false,1,1
daiso facial tissue,daiso facial tissue,daiso facial tissue,false,1,1
daisy,"daisy brand llc, daisy paper & tissue","daisy brand llc, daisy paper & tissue",false,2,2
daiwa,daiwa,daiwa,false,2,2
dajuda,alimentos wilson,alimentos wilson,false,8,2
dakota,dakota,dakota,false,77,4
dal,victoria fold pvt ltd,victoria fold pvt ltd,false,5,1
dal vaja,pran-rfl group,q16743607,false,21,2
dalaa,"dalaa, novartis group","dalaa, novartis group",false,17,9
dalamere,dalamere dairy,dalamere dairy,false,2,1
dalat milk,dalat milk,dalat milk,false,2,1
dalda,dalda foods ltf,dalda foods ltf,false,12,3
daliyuan,dali foods group,dali foods group,false,2,1
dallas,dallas,dallas,false,1,1
dallmayr,dallmayr,q1158033,false,1,1
daltons,barnes & noble,q795454,true,1,1
dalva,bala dalva,bala dalva,false,1,1
dam dam biri,unbranded,unbranded,true,10,1
dam fender,unbranded,unbranded,true,1,1
damaged plastic bags,unbranded,unbranded,true,186,1
damiki,damiki,damiki,false,1,1
damla,the coca-cola company,q3295867,false,55,4
damla bottle cap,damla,damla,false,1,1
dammi,skimo sorvetes,skimo sorvetes,false,1,1
damona,aldi,q125054,false,1,1
damora - aldi,damora - aldi,damora - aldi,false,1,1
damy,montes,montes,false,1,1
dan cake,pandughar group,https://en.dancake.dk/page/655.html,true,289,6
dan eric's buko melon,unbranded,unbranded,true,5,1
dan eric's ice cream,dan eric's grand ice cream,dan eric's grand ice cream,false,14,2
dan huang pai,dan huang pai,dan huang pai,false,1,1
dan toy,dan toys ltd,dan toys ltd,false,1,1
dan up,danone,q329426,false,13,6
dan'up/ raibi,danone,q329426,false,74,1
dana,dana,q5214652,false,66,12
dana plastics,unbranded,unbranded,true,6,1
danacol,danone,q329426,false,12,2
danao,danone,q329426,false,29,6
danaplus,unbranded,unbranded,true,1,1
danbo,unbranded,unbranded,true,1,1
danbridge,danbridge business,danbridge business,false,28,1
dancow,nestlé,q160746,false,62,23
dancy,unbranded,unbranded,true,1,1
dandex,hemas holdings plc,hemas holdings plc,false,2,1
danette,danone,q329426,false,5,5
dangdut,wings,q12524596,false,1,1
dango,dango,dango,false,8,1
dangote cement bags,dangote,dangote,false,15,1
danh tan phat limited liabitity company,danh tan phat limited liability company,danh tan phat limited liability company,false,4,2
danica,danica,danica,false,2,2
daniel,daniel,daniel,false,1,1
daniel gotman,daniel gotman,daniel gotman,false,2,2
danimals,danone,q329426,false,7,2
danino,danone,q329426,false,11,7
danisa,mayora indah,mayora indah,false,1,1
danish,partex group,q7140201,true,273,7
danissimo,danone,q329426,false,2,2
dank burrito,dank burrito,dank burrito,false,1,1
danneman,danneman,danneman,false,1,1
dannemann,dannemann,q12043680,false,1,1
dannon,danone,q329426,false,11,8
dano,arla foods,q674575,false,111,6
dano daily pusti,arla dano,arla dano,false,2,1
dano milk,dano milk,dano milk,false,5,2
danon,danone,danone,false,38,1
danon (aqua),danon (aqua),danon (aqua),false,156,2
danone,danone,q329426,true,1295,87
danone actimel,danone actimel,danone actimel,false,2,1
danone fantasia,danone,danone,false,1,1
danone max,danone,q329426,false,1,1
danone nutri-day,danone,q329426,false,10,1
danoninho,nestlé,q160746,false,7,3
danonino,danone,q329426,false,6,4
dansk supermarked,salling group,q492820,false,1,1
dansukker,unbranded,unbranded,true,1,1
danubio,danubio,danubio,false,2,1
danup,danone,q329426,false,64,9
daohua village,daohua village,daohua village,false,1,1
daos,daos,daos,false,1,1
dap,dap,dap,false,1,1
daqui,georgalos,georgalos,false,1,1
dar,dar,dar,false,2,2
dar fresh,"dar fresh, milicom diaries, milkcom dairies ltd, milkcom diaries limited, milkcom ltd","dar fresh, milicom diaries, milkcom dairies ltd, milkcom diaries limited, milkcom ltd",false,32,6
dar-vida,dar-vida,dar-vida,false,5,3
darbo,adolf darbo ag,q361203,false,1,1
dare,dare,q107315890,false,7,5
dare bear paws,dare foods,q5222470,false,10,1
dare coffee,dare coffee,dare coffee,false,1,1
dare double espresso,unbranded,unbranded,true,1,1
darida,darida,darida,false,2,2
darigold,darigold,q5222747,false,3,2
dark blue,dark blue,dark blue,false,1,1
dark fantasy,itc,itc,false,164,7
dark fantasy choco,sunfeast,sunfeast,false,12,1
dark kiss,dark kiss,dark kiss,false,1,1
dark matter,dark matter,dark matter,false,1,1
dark milk chocolate cadbury,dark milk chocolate cadbury,dark milk chocolate cadbury,false,1,1
dark rum,dark rum,dark rum,false,11,1
darlie,"darlie, darlie, hawley & hazel","darlie, darlie, hawley & hazel",false,7,4
darlie tooth paste,hawley & hazel chemical company,hawley & hazel chemical company,false,1,1
darling,"gmr industries, tirta rejeki dewata","gmr industries, tirta rejeki dewata",false,41,2
darling air product,darling air product,darling air product,false,12,1
darling lemon alcoholic drink,darling lemon alcoholic drink,darling lemon alcoholic drink,false,2,1
darnieto chips,darnieto company,darnieto company,false,1,1
darnitsa,darnitsa,q12099571,false,2,1
darrel lea,darrel lea,darrel lea,false,1,1
dart,dart container,q5225569,true,239,39
dart cup lid,dart cup lid,dart cup lid,false,1,1
dart cutlery,dart container,q5225569,false,2,2
dart lid,dart container,q5225569,false,1,1
dart styrofoam cup,dart styrofoam cup,dart styrofoam cup,false,2,1
darte,unbranded,unbranded,true,1,1
darvida,"dar-vida, hug","dar-vida, hug",false,11,6
das gesunde plus,dm,dm,false,1,1
dasani,the coca-cola company,q3295867,true,1207,121
dasani water,the coca-cola company,q3295867,false,95,4
dasani water bottle,the coca-cola company,q3295867,false,3,1
dasani water bottle lid,the coca-cola company,q3295867,false,5,1
"dasani, minute maid, powerade, gold peak, fanta, vitamin water, smart water, simply orange",the coca-cola company,q3295867,false,55,1
dashanyouyi,dashang group,q5226584,false,2,1
dashing,dashing,dashing,false,1,1
dasini,the coca-cola company,the coca-cola company,false,3,1
dass perfum suave,brasil eira,brasil eira,false,1,1
date bars,date bars,date bars,false,1,1
datissin,datissin,datissin,false,24,2
datu puti,nutriasia,q85790037,true,840,20
daugulis,daugulis,daugulis,false,1,1
daunat,q19952285,q19952285,false,7,3
davao dairy best 1l,davao dairy best,davao dairy best,false,1,1
dave coffee co,dave coffee co,dave coffee co,false,1,1
davene,q10264356,q10264356,false,1,1
daves killer bread,flowers food,flowers food,false,1,1
david,mondelez international,q12857502,false,3,2
david brand,david brand,david brand,false,1,1
david sunflower seeds,"conagra brands, inc.",q1123399,false,5,4
david's,"conagra brands, inc.",q1123399,false,1,1
davida,água mineral davida,http://aguamineraldavida.com.br/,true,121,5
davidoff,imperial brands,q1471161,false,34,17
davidoff (oettinger davidoff ag),davidoff (oettinger davidoff ag),davidoff (oettinger davidoff ag),false,1,1
davies,"davies paints philippines, inc.","davies paints philippines, inc.",false,3,1
davmor,palm sessence industry ltd,palm sessence industry ltd,attempted,151,2
dawvida crackers,dawvida crackers,dawvida crackers,false,1,1
daxing,unavailble,unavailble,false,1,1
daya,"chergui - les domaines agricoles, daya prima rasa","chergui - les domaines agricoles, daya prima rasa",false,2,2
daydots,ecolab inc.,ecolab inc.,false,1,1
dayoki,dayoki,dayoki,false,1,1
dazam,milak africa ltd,milak africa ltd,false,1,1
dazhiwei,dazhiwei,dazhiwei,false,1,1
dazzy,unbranded,unbranded,true,2,1
dbq,dbq,dbq,false,8,1
dc shoe company,dc shoe company,dc shoe company,false,1,1
dd water,"top petch packaging co.,ltd","top petch packaging co.,ltd",false,2,2
ddwater,unbranded,unbranded,true,3,3
de bonis,de bonis,de bonis,false,1,1
de cecco,de cecco company,de cecco company,false,1,1
de conna ice cream,unbranded,unbranded,true,2,1
de franco table water,de franco table water,de franco table water,attempted,1100,1
de la calle,de la calle,de la calle,false,1,1
de la costa,de la costa,de la costa,false,1,1
de la esquina,oxxo-femsa,oxxo-femsa,false,2,1
de la granja,alimentos maravilla s.a.,alimentos maravilla s.a.,false,1,1
de la rosa,"de la rosa, de la rosa, de la rosa","de la rosa, de la rosa, de la rosa",false,11,5
de nero pure water,de nero nigeria limited,de nero nigeria limited,false,59,1
de nong feng,de nong feng,de nong feng,false,1,1
de rocl,de rocl,de rocl,false,120,2
de rok,intercontinental distillers limited,intercontinental distillers limited,false,16,1
de sad,chernihivske,chernihivske,false,2,1
de shi,de shi,de shi,false,1,1
de todito mananita,unbranded,unbranded,true,1,1
de yi,de yi,de yi,false,1,1
de-cup,de-cup,de-cup,false,10,1
de-pregrims,kalix scrisntific nigeria,kalix scrisntific nigeria,attempted,139,1
dea,dea,dea,false,5,2
dea bakery,dea cake and bakery,dea cake and bakery,false,1,1
deal,kao corporation,q902855,false,7,2
dean's produce,dean's produce,dean's produce,false,1,1
death valley stove pipe wells,death valley stove pipe wells,death valley stove pipe wells,false,1,1
decadryl,harsen laboratories,harsen laboratories,false,2,2
decathlon,decathlon,q509349,false,9,5
deccan,deccan traders,deccan traders,false,2,1
decisid,motorex,motorex,false,1,1
deckel to-go-cup,unbranded,unbranded,true,53,1
dedovskiy hleb,ooo dedovskiy hleb,ooo dedovskiy hleb,false,1,1
dedushkin prikorm,biotechnologia,biotechnologia,false,1,1
dee-dee,dee-dee,dee-dee,false,1,1
deedee,joenoes ekamulya,joenoes ekamulya,false,1,1
deedo,food star company limited,https://www.nexmove.io/company/378159,true,201,25
deematl,deematl,deematl,false,1,1
deemint- adams,mondelez international,q12857502,false,1,1
deena,dutch mill,q5317350,false,1,1
deep eddy,deep eddy,deep eddy,false,2,2
deep sea,deep sea,deep sea,false,1,1
deep spring,deep spring,q18636291,false,1,1
deepam,akr & sons,akr & sons,false,41,1
deer park,nestlé,q160746,false,99,14
"deer park, perrier, nestle pure life",nestlé,q160746,false,19,1
degree,unilever,q157062,false,1,1
deinsur,deinsur s.p.a.,deinsur s.p.a.,false,1,1
deja,unilever,unilever,false,2,1
deka,ah grop,ah grop,false,1,1
deka company,deka company,deka company,false,2,2
dekelino,fareg,fareg,false,1,1
dekez,kez empire limited,https://www.facebook.com/profile.php?id=100080187013737&ref=page_internal,true,192,4
del,"del, del, green cross inc., green cross inc.","del, del, green cross inc., green cross inc.",false,13,8
del fab,del fab,del fab,false,45,1
del fabric conditioner,green cross inc.,green cross inc.,false,5,1
del monte,del monte pacific limited,q10928288,false,80,26
del monte four seasons,del monte foods,q1183805,false,1,1
del monte phil. inc.,del monte pacific limited,q10928288,false,10,4
del monte phils.,del monte phils.,del monte phils.,false,3,2
del monte pineapple,del monte pineapple,del monte pineapple,false,1,1
del monte pineapple tidbits,del monte pineapple,del monte pineapple,false,3,1
