brand_name,parent_company_name,id,validated,brand_total_count,brand_frequency
stormy,stormy,stormy,false,1,1
storn,storn,storn,false,8,1
storopack posterfolie,idl packaging,idl packaging,false,3,1
storpak,storpak,storpak,false,1,1
straciatella,kuchen meister,kuchen meister,false,1,1
strack & van til,central grocers cooperative,central grocers cooperative,false,1,1
straight up tea,straight up tea,straight up tea,false,1,1
straw,starbucks,q37158,false,2802,36
straw for drinks,unbranded,unbranded,true,17,1
straw string,straw string,straw string,false,24,2
strawberry,bakhresa group,q27961785,true,295,13
strawberry holes,strawberry holes,strawberry holes,false,1,1
strawberry ice,7-eleven,7-eleven,false,7,1
strawberry island,unicorn food,unicorn food,false,1,1
strawberry laces,tesco,tesco,false,2,1
strawberry lemonade,cott corp,cott corp,false,1,1
strawberry milk,morrisons,morrisons,false,1,1
strawberry yoghurt,strawberry yoghurt,strawberry yoghurt,false,33,1
strawberry-flavored milk,seoulmilk,seoulmilk,false,1,1
strawbers,strawbers,strawbers,false,8,1
straws,the coca-cola company,q3295867,false,2215,17
straws (no brand),unbranded,unbranded,true,50,1
straws from starbuks,starbucks,q37158,false,2,1
straws non-identifiable,unbranded,unbranded,true,6,1
strawsplastics,strawsplastics,strawsplastics,false,1,1
stream,"stream circle co., ltd.","stream circle co., ltd.",false,6,6
streax,hygienic research institute private limited (hripl),hygienic research institute private limited (hripl),false,1,1
street ads,street ads,street ads,false,4,1
street café,suter beck,suter beck,false,2,1
streets,unilever,q157062,true,15,9
strepsils,reckitt,q1190881,false,5,2
"stressspecialisten, soegaard human resource",soegaard human resource,soegaard human resource,false,1,1
stretch island,stretch island,stretch island,false,2,2
stretch island fruits llc,stretch island fruits llc,stretch island fruits llc,false,1,1
strew,unbranded,unbranded,true,97,2
strike,strike,strike,false,1,1
striker,unbranded,unbranded,true,23,1
striking popping canada,yuhin international company ltd.?,yuhin international company ltd.?,false,1,1
striko charcoal,striko,striko,false,1,1
string,unbranded,unbranded,true,4,2
string straw,unbranded,unbranded,true,41,1
stringari,stringari,stringari,false,1,1
strip fries,liwayway holdings company limited,liwayway holdings company limited,false,2,1
stripax,stripax,stripax,false,1,1
stripes,stripes,stripes,false,1,1
strive,unbranded,unbranded,true,3,1
strohhalm,strohhalm,strohhalm,false,4,1
strom,strom,strom,false,4,1
strong,altria,q445007,false,65,12
struktis,struktis,struktis,false,1,1
stryrofoam,unbranded,unbranded,true,2,1
stt snack,siantar top,q12514216,false,13,1
sttc,sttc,sttc,false,2,1
studenac,podravka,podravka,false,4,1
student price card,student price card live,student price card live,false,1,1
studenterbolaget,unbranded,unbranded,true,1,1
stuffer yoghurt da bere,stuffer yoghurt da bere,stuffer yoghurt da bere,false,1,1
stumbras,mv group,mv group,false,51,1
styreofoam,unbranded,unbranded,true,33,1
styro,unbranded,unbranded,true,40,2
styro cup,unbranded,unbranded,true,2,1
styro foam,unbranded,unbranded,true,3,1
styrofoam,unbranded,unbranded,true,692,21
styrofoam box,unbranded,unbranded,true,351,4
styrofoam boxes,unbranded,unbranded,true,6,1
styrofoam cup,unbranded,unbranded,true,1,1
styrofoam cups,unbranded,unbranded,true,12,1
styrofoam cups large,unbranded,unbranded,true,4,1
styrofoam pieces,unbranded,unbranded,true,90,1
styrofoam/ pengapung,styrofoam/ pengapung,styrofoam/ pengapung,false,5,1
su su,vinamilk,vinamilk,false,34,1
sua star,vinamilk,q1519175,false,17,1
suave,unilever,q157062,false,9,6
suavecitas,parnor s.a.,parnor s.a.,false,3,2
suavicremas,grupo bimbo,q775031,false,1,1
suavisimo,dinant,dinant,false,1,1
suavissimo,dinant,dinant,false,3,3
suavitel,colgate-palmolive company,q609466,false,26,12
suavizante macler,macler productos químicos ltda,macler productos químicos ltda,false,1,1
sub leche entera,leyde,q105964192,false,2,1
subin pie,korea,korea,false,2,1
subotiå¡ki beli sir,imlek,q3149018,false,1,1
suboxone,suboxone,suboxone,false,1,1
substrat,klasmann deilmann,klasmann deilmann,false,1,1
subway,subway,q244457,false,30,25
subway (plastic bag),subway,q244457,true,23,1
subway cup,subway,q244457,false,1,1
subway lids,subway,q244457,false,2,1
subway plastic bag,subway,subway,false,2,1
success æ´—é«®éœ²,success æ´—é«®éœ²,success æ´—é«®éœ²,false,1,1
succo di frutta yoga,conserve italia,q3687257,false,3,1
suchard,mondelez international,q12857502,false,1,1
sucht tea,sucht tea,sucht tea,false,1,1
sudagrip,paill laboratorios,paill laboratorios,false,2,1
sudantha,sudantha,sudantha,false,1,1
sudarshan,smc products,smc products,false,26,1
sudarshan,sudarshan manufacturing company,sudarshan manufacturing company,false,193,3
sudarshan,unbranded,unbranded,false,33,1
sudasrshan,sudasrshan,sudasrshan,false,2,1
sude,sude,sude,false,8,1
suero oral,laboratorio solaris,laboratorio solaris,false,1,1
suerox,unbranded,unbranded,false,1,1
suffa,suffa,suffa,false,1,1
suflitos,crugn bkn,crugn bkn,false,1,1
sugabee,sugabee,sugabee,false,1,1
sugar,city group,city group,false,6,1
sugar,cty tnhh ä‘æ°á»ng mã­a viá»‡t nam - äã i loan,cty tnhh ä‘æ°á»ng mã­a viá»‡t nam - äã i loan,false,2,1
sugar,ctytnhh tá»•ng há»£p long hã ,ctytnhh tá»•ng há»£p long hã ,false,1,1
sugar,unbranded,unbranded,false,27,2
sugar and spice,sugar and spice,sugar and spice,false,1,1
sugar bowl bakers,sugar bowl bakers,sugar bowl bakers,false,1,1
sugar bowl bakery,sugar bowl bakery,q18636209,false,1,1
sugar care,q111740784,q111740784,false,2,1
sugar global brands,sugar global brands,sugar global brands,false,1,1
sugar in the raw,sugar in the raw,sugar in the raw,false,2,1
sugar land,sugar land,sugar land,false,2,2
sugar- pure,unbranded,unbranded,true,17,1
sugarbowl bakery,sugarbowl bakery,sugarbowl bakery,false,2,1
sugarland,sugar land,sugar land,false,1,1
sugarosa,don rafael srl,don rafael srl,false,2,2
sugarpuff,biskitop,biskitop,false,3,3
sugo,jocker's foods industries,http://www.jockersfoods.com/our-company.html,true,147,14
sugo carciofi,eurospin,eurospin,false,1,1
sugpo,"w.l. food products, yanyan international philippines","w.l. food products, yanyan international philippines",false,3,2
sugus,"mars, incorporated",q695087,false,13,7
suhana,"suhana, suhana masala","suhana, suhana masala",false,98,4
suhana masala,suhana foods,https://suhana.com/our-story/,true,110,3
suinin,suinin,suinin,false,1,1
sujatha,sujata foods,sujata foods,false,1,1
suji,ashirvaad,ashirvaad,false,1,1
suka roti,unbranded,unbranded,true,1,1
suka water,suka water,suka water,false,4,1
sukahati,malee mineral water sdn bhd,malee mineral water sdn bhd,false,9,3
sukang puti,sukang puti,sukang puti,false,1,1
sukari,kilombero sugar,kilombero sugar,false,13,2
sukaria air mineral,indotirta,indotirta,false,1,1
sukhti,sukhti,sukhti,false,1,1
suki,siantar top,q12514216,false,10,7
suki onigiri,suki onigiri,suki onigiri,false,1,1
sukita,q10374737,q10374737,false,7,5
sukro,dua kelinci,q12482004,false,43,16
sukun,sukun,sukun,false,2,1
sula,sula,sula,false,12,3
sula whole milk,lacthosa co.,lacthosa co.,false,8,3
sulada,china,china,false,1,1
suli,walmart,walmart,false,1,1
suli 5,suryatama cemerlang abadi (sca),suryatama cemerlang abadi (sca),false,2,1
suling mas,suling mas,suling mas,false,12,1
sulit,wl foods,wl foods,false,3,3
sulit bar,wellmade manufacturer,wellmade manufacturer,false,1,1
sultan,"alen, sultan, sultan","alen, sultan, sultan",false,15,4
sultana verkade,sultana verkade,sultana verkade,false,1,1
sumber baru,sumber baru,sumber baru,false,1,1
sumeru,sumeru,sumeru,false,1,1
summer,summer ro,https://acewater.my/summer-ro-drinking-water/,true,354,32
summer crush,binggrae,binggrae,false,4,1
summer drinking water,chuan sin sdn bhd,chuan sin sdn bhd,false,9,3
summer water,summer water,summer water,false,2,1
summerbird,summerbird a/s,summerbird a/s,false,1,1
summit,"lt group, inc., lt group, inc.","lt group, inc., lt group, inc.",false,93,11
summit drinking water,asia brewery,q2049508,false,1,1
summit natural drinking water,asia brewery inc.,asia brewery inc.,false,28,1
sumo,cty tnhh sx tm dæ°æ¡ng thã nh,cty tnhh sx tm dæ°æ¡ng thã nh,false,1,1
sumo,sumo,sumo,false,1,1
sumo biscuit,mondelez international,q12857502,false,1,1
sumol,sumol + compal,q1143305,false,6,3
sumol + compal,sumol + compal,q1143305,false,12,3
sumz,psalms food company,psalms food company,false,30,1
sun,salim group,q905963,false,306,7
sun and fun,shifeng culture company,shifeng culture company,false,1,1
sun aqua,jorhat sanjeevani beverages ltd,jorhat sanjeevani beverages ltd,false,186,1
sun aqua,sun aqua,sun aqua,false,1,1
sun best,unbranded,unbranded,true,1,1
sun blast,organic foods and café,organic foods and café,false,1,1
sun bum,"sun bum, sun bum, sun bum llc","sun bum, sun bum, sun bum llc",false,3,3
sun chips,pepsico,q334800,true,603,19
sun coast closures,unbranded,unbranded,false,1,1
sun cola,co-ro a/s,co-ro a/s,false,1,1
sun cream lid,unbranded,unbranded,true,1,1
sun crisp,sun crisp,sun crisp,false,1,1
sun drop,unbranded,unbranded,true,1,1
sun feast,itc,itc,false,23,4
sun feest biscuits,sun feest biscuits,sun feest biscuits,false,12,1
sun flower seed kwaci,unbranded,unbranded,true,1,1
sun foods,unbranded,unbranded,true,17,1
sun free,sun free,sun free,false,4,1
"sun hing foods, indonesia - coconut bar","sun hing foods, indonesia - coconut bar","sun hing foods, indonesia - coconut bar",false,1,1
sun island,keo group,keo group,false,2,1
sun kara,pulau sambu,pulau sambu,false,5,3
sun king,sun king,sun king,false,32,1
sun lolly,"co-ro a/s, co-ro a/s (also in 2021 data from denmark), co-ro a/s (on list from denmark 2021)","co-ro a/s, co-ro a/s (also in 2021 data from denmark), co-ro a/s (on list from denmark 2021)",false,13,6
sun noodles,sun noodles,sun noodles,false,3,1
sun plexxa,sun plexxa,sun plexxa,false,9,1
sun quench,sun quench,sun quench,false,2,2
sun rice,ricegrowers limited,q7323125,true,2,2
sun ru,sun ru,sun ru,false,17,1
sun top,co-ro a/s (also in 2021 data from denmark),co-ro a/s (also in 2021 data from denmark),false,3,3
sun ups,sun ups,sun ups,false,1,1
sun wadec,sun wadec,sun wadec,false,2,1
sun water,sun corporation,sun corporation,false,40,8
suna,suna,suna,false,1,1
sunar table water,sunar table water,sunar table water,false,2,1
sunar water,sunar water,sunar water,false,4,1
sunbake,remgro,https://en.wikipedia.org/wiki/rcl_foods,true,203,1
sunbeauty,lancaster,lancaster,false,1,1
sunbelt,sunbelt,sunbelt,false,2,2
sunbelt backery,mckee foods,mckee foods,false,1,1
sunbelt bakery,sunbelt bakery,q98754911,false,3,3
sunbest,unbranded,unbranded,true,1,1
sunbites,pepsico,q334800,false,12,8
sunblast juice,organic foods & cafe,organic foods & cafe,false,1,1
sunburst,unbranded,unbranded,true,1,1
sunco,"mikie oleo, musim mas group","mikie oleo, musim mas group",false,15,7
suncrest,suncrest,q11305536,false,3,1
suncrest food inc.,suncrest foods inc.,suncrest foods inc.,false,3,1
suncrest foods inc,suncrest foods inc,suncrest foods inc,false,64,2
suncrest foods inc.,suncrest foods inc.,suncrest foods inc.,false,3,1
"suncrest foods, inc",suncrest foods inc.,suncrest foods inc.,false,5,2
sundae,sundae,sundae,false,2,1
sundance beverage,national beverage corp,national beverage corp,false,1,1
sundar,"sundar biscuit, sunder industries","sundar biscuit, sunder industries",false,2,2
sundari,lakshmi soaps,lakshmi soaps,false,18,1
sunday,sunday,sunday,false,1,1
sunday oil,sunday oil,sunday oil,false,5,1
sunday tea mix,ever sunny industrial co.,ever sunny industrial co.,false,2,1
sundays,liwayway holdings company limited,liwayway holdings company limited,false,4,1
sunder,"sunder, sunder industries","sunder, sunder industries",false,6,4
sundey,unbranded,unbranded,true,1,1
sundown omega 3,the nature’s bounty co,the nature’s bounty co,false,1,1
sundown omega 4,the nature’s bounty co,the nature’s bounty co,false,1,1
sundry,unilever,q157062,false,1,1
sunfeast,"itc, sunfeast, sunfeast","itc, sunfeast, sunfeast",false,156,12
sunfeast dark fantasy,itc,itc,false,5,1
sunfeast marie light,itc,itc,false,5,1
sunfield milk,toppan,toppan,false,1,1
sunflex,keshava enterprises,keshava enterprises,false,6,1
sunflower,gemini edibles & fats india,gemini edibles & fats india,false,27,3
sunflower crackers,sunflower crackers,sunflower crackers,false,4,1
sunflower seed,unbranded,unbranded,true,1,1
sunflower seed butter,trader joe's,q688825,false,1,1
sunflower seeds,frito lays,frito lays,false,1,1
"sunflower seeds dary solntca""""",ooo solnechnie dary,ooo solnechnie dary,false,1,1
sunflowers,sunflowers,sunflowers,false,2,1
sunflowerseed oil,bossons,bossons,false,1,1
sunglo,zest-o corporation,zest-o corporation,false,56,2
sunglo natural yogurt,malaysian yoghurt company sdn bhd,malaysian yoghurt company sdn bhd,false,1,1
sungold,kof india,kof india,false,4,1
sunhari,hitenjiro,hitenjiro,false,1,1
sunkist,asahi breweries,q720479,true,39,19
sunlight,unilever,q157062,true,704,102
sunlight battery,quasem industries ltd.,quasem industries ltd.,false,12,1
sunlight unilever,unilever,q157062,true,14,1
sunligth,samhae chemical,samhae chemical,false,1,1
sunlite,sunlite,sunlite,false,1,1
sunnex food company,sunnex food company,sunnex food company,false,34,1
sunny,sunny,q11304925,false,15,3
sunny cooking oil,unbranded,unbranded,true,42,2
sunny d,procter & gamble,q212405,false,43,24
sunny day,jagota company,jagota company,false,1,1
sunny delight,sunny delight,sunny delight,false,2,2
sunny herbals,sunny herbals,sunny herbals,false,1,1
sunny sea,golden beach,golden beach,false,1,1
sunny select,sunny select,sunny select,false,2,1
sunny supari,sunny,sunny,false,120,1
sunnyd,harvest hill beverage company,harvest hill beverage company,false,2,2
sunoil,unbranded,unbranded,true,3,1
sunplay,sunplay,sunplay,false,1,1
sunplus,south indiaa oil corporation,south indiaa oil corporation,false,27,1
sunpower,sunpower,q645525,false,2,2
sunpure,masoom group,https://masoom.in/#1,true,373,3
sunray cave group,sunray cave group,sunray cave group,false,3,2
sunraysia,sunraysia,sunraysia,false,1,1
sunrice,"sunrice, sunrice","sunrice, sunrice",false,3,2
sunrich oil suchi soy industry,sunrich oil suchi soy industry,sunrich oil suchi soy industry,false,1,1
sunriped sampalok,sunriped sampalok,sunriped sampalok,false,1,1
sunrise,sunrise food,sunrise food,false,1,1
sunrise,sunrise food pvt. ltd,sunrise food pvt. ltd,false,77,2
sunrype,sunrype,sunrype,false,1,1
sunsalat,sun salat ab,sun salat ab,false,3,3
sunshine,"sunshine, sunshine","sunshine, sunshine",false,56,9
sunshine biscuits,kellogg's,q856897,false,1,1
sunshine green peas,m&t food industries inc,m&t food industries inc,false,4,1
sunshine snacks,sunshine snacks,sunshine snacks,false,1,1
sunsilk,unilever,q157062,true,2529,99
sunsilk rinso rejoice pepsodent attack easy sabun medicare,sunsilk rinso rejoice pepsodent attack easy sabun medicare,sunsilk rinso rejoice pepsodent attack easy sabun medicare,false,7,1
sunslik,unilever,q157062,false,20,4
sunsnack,"t.c. pharmaceutical industries co.,ltd.","t.c. pharmaceutical industries co.,ltd.",false,1,1
sunstar,sunstar,sunstar,false,10,1
sunstar pudding,harvey philippines,harvey philippines,false,1,1
sunsweet,sunsweet growers inc.,sunsweet growers inc.,false,1,1
sunsweet prunes,sunsweet growers incorporated,sunsweet growers incorporated,false,2,1
suntea,suntea,suntea,false,3,1
suntony cc lemon,suntony,suntony,false,2,2
suntop,co-ro a/s,co-ro a/s,false,6,2
suntory,suntory,q1345267,false,13,6
sunvita cooking oil,sunvita cooking oil,sunvita cooking oil,false,1,1
supa komando,pepsico,q334800,false,1,1
supa loaf,supa loaf,supa loaf,false,23,1
supagrill,supagrill,supagrill,false,1,1
super,super drink,q6590777,false,47,10
super 1,brookshire grocery company,brookshire grocery company,false,4,1
super 8,nestlé,q160746,true,4,1
super 8 drink water,unbranded,unbranded,true,3,1
super america,super america,super america,false,3,2
super antifriz,super antifriz,super antifriz,false,1,1
super baby,super baby,super baby,false,1,1
super bawang,w.l. food products,w.l. food products,false,2,1
super bee,pure snacks food house corporation,pure snacks food house corporation,false,1,1
super bock,viacer,https://www.carlsberggroup.com/newsroom/carlsberg-group-increases-ownership-of-super-bock-group-in-portugal/,true,129,9
super bubur,mayora indah,q12497654,false,6,5
super burudani,hakika breweries ltd,hakika breweries ltd,false,31,2
super center concepts,super center concepts,super center concepts,false,1,1
super cereal,super cereal,super cereal,false,2,1
super chips,super chips,super chips,false,1,1
super choco,the golden tree inc,the golden tree inc,false,1,1
super coffee,"kitu life, kitu life inc, psb, scml co.","kitu life, kitu life inc, psb, scml co.",false,30,4
super coffee white,san miguel corporation,q934489,false,2,1
super cola,salvavidas sa,salvavidas sa,false,1,1
super confu,super confu,super confu,false,2,1
super cono,super cono,super cono,false,2,1
super corn chips,wl foods,wl foods,false,7,1
super crumchy's,super crumchy's,super crumchy's,false,1,1
super crunch,"pri-food corp, prifood corporation","pri-food corp, prifood corporation",attempted,479,28
super crunch corn chip,super crunch corn chip,super crunch corn chip,false,1,1
super crunch corn chips,prifood corporation,prifood corporation,false,4,1
super cândida,super cândida,super cândida,false,1,1
super delicious pinipig,unbranded,unbranded,true,1,1
super delight,super delight,super delight,false,4,2
super delights,super delight,super delight,false,4,2
super delights brownie bites,prifood corporation,prifood corporation,false,6,2
super delights brownies,super delights brownies,super delights brownies,false,4,1
super dry superior desicant,super dry superior desicant,super dry superior desicant,false,1,1
super fosfat,suez company,suez company,false,1,1
super fresh,super fresh baby,super fresh baby,false,2,1
super frizz,super frizz,super frizz,false,1,1
super glue,alteco group company,alteco group company,false,3,1
super golden bihon,super golden bihon,super golden bihon,false,12,1
super hint,confiteca,confiteca,false,5,1
super hiper acido,lollyshop nz,https://www.emis.com/php/company-profile/ec/confiteca_ca_en_2064971.html,true,6,3
super ice,super ice company ltd,super ice company ltd,false,1,1
super jackpot,honai,honai,false,3,3
super k,"super k, super k","super k, super k",false,3,3
super keju,mayora indah,q12497654,false,4,2
super kicks,super kicks,super kicks,false,68,2
super kids,pure snacks food house corporation,pure snacks food house corporation,false,12,3
super kontik,"konti, конті","konti, конті",false,11,3
super line,local kerala or india brand,local kerala or india brand,false,1,1
super loof,super loof,super loof,false,18,1
super magic,dua lima industries,dua lima industries,false,4,1
super mama,martini food,martini food,false,5,1
super men,unbranded,unbranded,true,1,1
super milk,pran,pran,false,54,1
super milk tea,super milk tea,super milk tea,false,2,1
super nature mill,super nature mill,super nature mill,false,9,1
super pack,multipro consumer product,multipro consumer product,false,26,1
super pel,unilever,q157062,false,1,1
super pell,unilever,q157062,false,2,2
super pump,the coca-cola company,the coca-cola company,false,1,1
super q catz,jogoyo trading,jogoyo trading,false,2,1
super q golden bihon,"citifood industries, president food products, super golden bihon","citifood industries, president food products, super golden bihon",false,7,2
super ring,"oriental food industries, oriental food industries","oriental food industries, oriental food industries",false,4,2
super safety,super safety,super safety,false,1,1
super samrat,super samrat,super samrat,false,1,1
super saver,"b&r stores, inc.","b&r stores, inc.",false,1,1
super star,mayora indah,q12497654,false,10,5
super star blake fluid,super star blake fluid,super star blake fluid,false,1,1
super star chocolate,mayora indah,mayora indah,false,7,1
super star wafer,mayora indah,q12497654,false,1,1
super stars,mayora indah,q12497654,false,6,1
super tattoo,w.l. food products,w.l. food products,false,1,1
super thin,jg summit holdings,q6108205,false,4,2
super thins,rebisco,rebisco,false,2,1
super twin,unbranded,unbranded,true,4,1
super u,système u,q2529029,false,1,1
super valu water,super valu water,super valu water,false,3,1
super valuprivate,super valuprivate,super valuprivate,false,1,1
super vampiro,pastor macao,pastor macao,false,2,1
super wonder wafers,wonder wafers,wonder wafers,false,1,1
super yogo,fan milk,q5433556,false,18,2
super zuper,fonusa agung mulia,fonusa agung mulia,false,1,1
super ácidos,productos lipo sa,productos lipo sa,false,1,1
superbee chips,pure snacks food house corporation,pure snacks food house corporation,false,1,1
superco,khong guan,q11063580,false,7,7
superco biskuit,khong guan,q11063580,false,7,1
supercoffee,"supercoffee, supercoffee (thailand)","supercoffee, supercoffee (thailand)",false,26,4
superdrug,superdrug,q7643261,false,2,2
superdry,superdry plc,superdry plc,false,1,1
superfan snacks,superfan snacks,superfan snacks,false,12,1
superflakes,bocadeli,bocadeli,false,1,1
superflash,superflash,superflash,false,9,2
superflyer,nestlé,q160746,false,2,2
superfresh,biosphere,biosphere,false,1,1
superfun inihaw,pure snacks,pure snacks,false,5,1
superglue,superglue,superglue,false,1,1
supergoop,supergoop,supergoop,false,1,1
superhero,mayora indah,mayora indah,false,1,1
superior,superior,superior,false,19,2
superkid,unbranded,unbranded,true,1,1
superkit,savushkin,savushkin,false,1,1
superlait,superlait,superlait,false,1,1
superlay,superlay,superlay,false,1,1
superlux,lâ€™electrochimie africaine,lâ€™electrochimie africaine,false,10,1
supermaki,supermaki,supermaki,false,1,1
supermalt,royal unibrew,q371901,false,3,1
superman,siantar top,q12514216,false,6,5
supermax,supermax,supermax,false,5,1
supermaxi,corporación la favorita,corporación la favorita,false,2,1
supermecado do frade,supermecado do frade,supermecado do frade,false,1,1
supermercado: mi racncho,supermercado: mi racncho,supermercado: mi racncho,false,1,1
supermercados angeloni,supermercados angeloni,supermercados angeloni,false,1,1
supermercados imperatriz,supermercados imperatriz,supermercados imperatriz,false,1,1
supermercados silva,supermercados silva,supermercados silva,false,2,1
supermi,first pacific,q305393,true,19,9
supermie,salim group,q905963,false,6,4
supermont,el sahely group,https://www.businessincameroon.com/trombinoscope/2907-10638-nassrallah-el-sahely-the-shark-who-rules-over-cameroon-s-mineral-water,true,405,6
superpell,unilever,q157062,false,1,1
superplast,superplast,superplast,false,1,1
supersilk,unbranded,unbranded,true,1,1
supersol,multi indo mandiri,multi indo mandiri,false,2,2
superstar,mayora indah,q12497654,false,116,40
superstar basketball,superstar basketball,superstar basketball,false,1,1
superstar mayora,superstar mayora,superstar mayora,false,1,1
superstar multifruit drink,superstar multifruit drink,superstar multifruit drink,false,6,1
superstar wafer,mayora indah,q12497654,false,3,2
superstore,george weston limited,q833217,false,7,2
supertech,supertech,supertech,false,1,1
supervalu water,musgrave retail company,musgrave retail company,false,1,1
supervalue water,supervalue water,supervalue water,false,1,1
supino,supino,supino,false,2,2
supirivicky,supirivicky,supirivicky,false,1,1
supper black,made in china,q8239013,false,4,1
supradine,supradine,supradine,false,1,1
suprajit,unbranded,unbranded,true,2,1
suprema,suprema inc,suprema inc,false,2,1
supreme,supreme,supreme,false,19,2
supreme water,supreme water company,supreme water company,false,5,1
supremezen,supremezen,supremezen,false,1,1
supremo,supremo,supremo,false,2,1
surabhi,"adinath agro, surabhi","adinath agro, surabhi",false,2,1
suraj rice ada,suraj foods,suraj foods,false,1,1
suraksha,unbranded,unbranded,true,1,1
suraya gudang garam,gudang garam,q1553005,false,2,1
sure,innolatex limited,innolatex limited,false,1,1
sure boy,sure boy,sure boy,false,1,1
sure buy,sure buy,sure buy,false,3,1
sure catch,sure catch,sure catch,false,2,1
sure fresh,sure fresh,sure fresh,false,1,1
sure-guard,dayton superior corporation,dayton superior corporation,false,1,1
surebuy cashew,unbranded,unbranded,true,1,1
surelife foods,surelife foods,surelife foods,false,1,1
surf,unilever,q157062,true,1125,39
surf bar,unilever,q157062,false,1,1
surf detergent bar,unilever,q157062,false,7,1
surf drinking water,"v.p.hornet co., ltd.","v.p.hornet co., ltd.",false,8,6
surf excel,unilever,q157062,true,1479,23
surf fabcon,unilever,q157062,true,128,1
surf fabric con,unilever,q157062,false,1,1
surf life,unbranded,unbranded,true,1,1
surf on,sun products,q7638450,false,1,1
surf oxybubbles,unilever,q157062,false,1,1
surf powder,unilever,q157062,true,221,7
surgical face mask,unbranded,unbranded,true,457,3
surgical gloves,unbranded,unbranded,true,1,1
surise,surise,surise,false,11,1
surprise candy,candy lake nutrition pvt ltd,candy lake nutrition pvt ltd,false,30,1
surti-vinos de morelia,surti-vinos de morelia,surti-vinos de morelia,false,1,1
surtido bagley,grupo arcor,q380022,false,2,1
surtidos,arcor,arcor,false,6,2
suruchi dairy,suruchi dairy industries pvt ltd,suruchi dairy industries pvt ltd,false,1,1
surya,gudang garam,q1553005,true,625,31
surya 12,gudang garam,q1553005,false,66,3
surya geo kretek marlboro sampoerna alami kretek gudang garam,surya geo kretek marlboro sampoerna alami kretek gudang garam,surya geo kretek marlboro sampoerna alami kretek gudang garam,false,8,1
surya gg gudang baru sampoerna andalan la grendel alami ares camel geo magnum dunhill marlboro sehat tentrem cigarskruie sumber baru country on bold ziga chief modus mild,surya gg gudang baru sampoerna andalan la grendel alami ares camel geo magnum dunhill marlboro sehat tentrem cigarskruie sumber baru country on bold ziga chief modus mild,surya gg gudang baru sampoerna andalan la grendel alami ares camel geo magnum dunhill marlboro sehat tentrem cigarskruie sumber baru country on bold ziga chief modus mild,false,78,1
surya gudang,gudang garam,q1553005,false,34,2
surya gudang garam,surya gudang garam,surya gudang garam,false,4,2
surya kerupuk bawang,bintang mujur abadi,bintang mujur abadi,false,1,1
surya lite,surya,surya,false,2,1
surya mandiri,surya mandiri,surya mandiri,false,5,1
surya mie,surya pratista hutama,surya pratista hutama,false,5,1
surya pro,gudang garam,q1553005,false,44,5
surya pro cigarette box,surya pro cigarette box,surya pro cigarette box,false,1,1
surya pro mil,gudang garam,gudang garam,false,1,1
surya pro mild,gudang garam,q1553005,false,2,2
suryodhaya,unbranded,unbranded,true,3,1
susan baker,unbranded,unbranded,true,1,1
susan baker vegatable oil,kawsek inc,kawsek inc,false,6,1
susarelli,susarelli,susarelli,false,3,2
susco,susco,susco,false,5,5
sushi daily,unbranded,unbranded,true,1,1
suspense,sabor ind. com. doces ltda,sabor ind. com. doces ltda,false,1,1
susse,susse,susse,false,1,1
sussex crisp company,sussex crisp company,sussex crisp company,false,1,1
susu bendera,frisian flag,frisian flag,false,3,1
susu enaak,salim group,q905963,false,6,2
susu indomilk,indofood,indofood,false,10,1
susu jahe,sido muncul,q12514359,false,1,1
susu jahe anget sari,industri jamu,industri jamu,false,2,1
susu milkuat,salim group,q905963,false,6,3
susu murni nasional,cv cita nasional,cv cita nasional,false,1,1
susu nasional,cv cita nasional,cv cita nasional,false,3,3
susu pavila dua jempol,roti gepeng,roti gepeng,false,11,1
susu segar ladang tenusu hd,susu segar ladang tenusu hd,susu segar ladang tenusu hd,false,1,1
susu tiga sapi,susu tiga sapi,susu tiga sapi,false,3,1
susu vanila,international bakery,international bakery,false,2,1
susu vanilla biscuit,susu vanilla biscuit,susu vanilla biscuit,false,1,1
susu vanilla roti gepeng,international bakery dps,international bakery dps,false,1,1
sutas,"sã¼taåÿ sã¼t ãœrã¼nleri a.åž., sutas","sã¼taåÿ sã¼t ãœrã¼nleri a.åž., sutas",false,6,2
sutas suzme,sutas suzme,sutas suzme,false,2,1
sutkuaz,sutkuaz,sutkuaz,false,1,1
sutra,mitra rajawali banjaran,mitra rajawali banjaran,false,1,1
sutter home,"sutter home, sutter home, trinchero family estates, inc., trinchero family estates, inc.","sutter home, sutter home, trinchero family estates, inc., trinchero family estates, inc.",false,60,12
sutter home wine,sutter home wine,sutter home wine,false,1,1
sutterhome,"sutter home, trinchero family estates, inc.","sutter home, trinchero family estates, inc.",false,18,2
sutton spring,sutton spring,sutton spring,false,1,1
sutze ayran,sutze ayran,sutze ayran,false,3,1
suvarna,suvarna food products,suvarna food products,false,1,1
suyan,jiangsu china tobacco industry co. ltd,jiangsu china tobacco industry co. ltd,false,17,2
suza,water group d.o.o.,https://www.watergroup.me/en/,true,1530,6
suzme peynier,pinar,pinar,false,2,1
suzuran sanitary goods,suzuran sanitary goods,suzuran sanitary goods,false,1,1
suå¡enka,kavis,kavis,false,1,1
suå¡enky,"disco, kã¡venky","disco, kã¡venky",false,3,1
"suå¡enky, pralinky...",other brand,other brand,true,150,1
